index,original_text,modified_text,original_gold,modified_gold,original_pred,modified_pred
7,"He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","He has caught the attention of major publications and media outlets such as Últimas Noticias, El Nacional, El Universal, El Carabobeño, Tal Cual, El Mundo, Televen, Venevisión and Notitarde.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail , NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]","[{'text': 'Últimas Noticias', 'value': 'ORGANIZATION'}, {'text': 'El Nacional', 'value': 'ORGANIZATION'}, {'text': 'El Universal', 'value': 'ORGANIZATION'}, {'text': 'El Carabobeño', 'value': 'ORGANIZATION'}, {'text': 'Tal Cual', 'value': 'ORGANIZATION'}, {'text': 'El Mundo', 'value': 'ORGANIZATION'}, {'text': 'Televen', 'value': 'ORGANIZATION'}, {'text': 'Venevisión', 'value': 'ORGANIZATION'}, {'text': 'Notitarde', 'value': 'ORGANIZATION'}]","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The', 'value': 'ORGANIZATION'}, {'text': 'Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz', 'value': 'ORGANIZATION'}, {'text': ',', 'value': 'ORGANIZATION'}, {'text': 'Daily', 'value': 'ORGANIZATION'}, {'text': 'NRDC', 'value': 'ORGANIZATION'}]","[{'text': 'Últimas Noticias', 'value': 'ORGANIZATION'}, {'text': 'El Nacional', 'value': 'ORGANIZATION'}, {'text': 'El Universal', 'value': 'ORGANIZATION'}, {'text': 'El', 'value': 'ORGANIZATION'}, {'text': ',', 'value': 'ORGANIZATION'}, {'text': 'El', 'value': 'ORGANIZATION'}]"
8,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The coral reefs are a group of organisms found exclusively in aquatic and mostly marine environments like the Persian Gulf.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'coral reefs', 'value': 'OTHER'}, {'text': 'Persian Gulf', 'value': 'LOCATION'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'coral', 'value': 'OTHER'}, {'text': 'Persian Gulf', 'value': 'LOCATION'}]"
7,"He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","He has caught the attention of prominent local and regional news sources such as Solomon Star, Island Sun, One Television, Radio Happy Isles, Solomon Times, and Pacific Islands Report.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail , NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]","[{'text': 'Solomon Star', 'value': 'ORGANIZATION'}, {'text': 'Island Sun', 'value': 'ORGANIZATION'}, {'text': 'One Television', 'value': 'ORGANIZATION'}, {'text': 'Radio Happy Isles', 'value': 'ORGANIZATION'}, {'text': 'Solomon Times', 'value': 'ORGANIZATION'}, {'text': 'Pacific Islands Report', 'value': 'ORGANIZATION'}]","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The', 'value': 'ORGANIZATION'}, {'text': 'Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz', 'value': 'ORGANIZATION'}, {'text': ',', 'value': 'ORGANIZATION'}, {'text': 'Daily', 'value': 'ORGANIZATION'}, {'text': 'NRDC', 'value': 'ORGANIZATION'}]","[{'text': 'Solomon Star', 'value': 'ORGANIZATION'}, {'text': 'Island Sun', 'value': 'ORGANIZATION'}, {'text': 'One Television', 'value': 'ORGANIZATION'}, {'text': 'Radio Happy Isles', 'value': 'ORGANIZATION'}, {'text': 'Solomon Times', 'value': 'ORGANIZATION'}, {'text': 'and Pacific Islands', 'value': 'ORGANIZATION'}]"
9,"The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","The Ninth Battalion faced a severe setback at the Battle of Surakarta under General Sudirman during the struggle of Diponegoro (1825), when many of the infantry were lost in a failed effort to free the encircled city of Surakarta (Solo).","[{'text': 'Camulodunum', 'value': 'EVENT'}, {'text': 'Quintus Petillius Cerialis', 'value': 'PERSON'}, {'text': 'Boudica', 'value': 'EVENT'}, {'text': 'Camulodunum', 'value': 'LOCATION'}, {'text': 'Colchester', 'value': 'LOCATION'}]","[{'text': 'Surakarta', 'value': 'LOCATION'}, {'text': 'General Sudirman', 'value': 'PERSON'}, {'text': 'Diponegoro', 'value': 'EVENT'}, {'text': 'Surakarta', 'value': 'EVENT'}]","[{'text': 'Battle of Camulodunum', 'value': 'EVENT'}, {'text': 'Quintus Petillius Cerialis', 'value': 'PERSON'}, {'text': 'Boudica', 'value': 'LOCATION'}, {'text': 'of', 'value': 'LOCATION'}]","[{'text': 'Ninth Battalion', 'value': 'ORGANIZATION'}, {'text': 'Battle of Surakarta', 'value': 'EVENT'}, {'text': 'Sudirman', 'value': 'PERSON'}, {'text': 'Diponegoro', 'value': 'LOCATION'}, {'text': 'of', 'value': 'LOCATION'}, {'text': 'Surakarta', 'value': 'LOCATION'}]"
9,"The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","The Ninth Battalion faced a severe setback at the Clash of Panama City under Juan Perez in the uprising of the Emberá people, when many of the infantry were lost in a calamitous effort to aid the encircled city of Panama City.","[{'text': 'Camulodunum', 'value': 'EVENT'}, {'text': 'Quintus Petillius Cerialis', 'value': 'PERSON'}, {'text': 'Boudica', 'value': 'EVENT'}, {'text': 'Camulodunum', 'value': 'LOCATION'}, {'text': 'Colchester', 'value': 'LOCATION'}]","[{'text': 'Panama City', 'value': 'LOCATION'}, {'text': 'Juan Perez', 'value': 'PERSON'}, {'text': 'the Emberá people', 'value': 'OTHER'}, {'text': 'Panama City', 'value': 'LOCATION'}]","[{'text': 'Battle of Camulodunum', 'value': 'EVENT'}, {'text': 'Quintus Petillius Cerialis', 'value': 'PERSON'}, {'text': 'Boudica', 'value': 'LOCATION'}, {'text': 'of', 'value': 'LOCATION'}]","[{'text': 'Ninth Battalion', 'value': 'ORGANIZATION'}, {'text': 'Clash of Panama City', 'value': 'EVENT'}, {'text': 'Juan Perez', 'value': 'PERSON'}, {'text': 'Emberá', 'value': 'LOCATION'}, {'text': 'Panama City', 'value': 'LOCATION'}]"
7,"He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","He has caught the attention of major publications and media outlets such as Asia-Plus, Khovar, Faraj, Ozodagon, Nigoh, Jumhuriyat, Tojikiston, Avesta and Varorud.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail , NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]","[{'text': 'Asia-Plus', 'value': 'ORGANIZATION'}, {'text': 'Khovar', 'value': 'ORGANIZATION'}, {'text': 'Faraj', 'value': 'ORGANIZATION'}, {'text': 'Ozodagon', 'value': 'ORGANIZATION'}, {'text': 'Nigoh', 'value': 'ORGANIZATION'}, {'text': 'Jumhuriyat', 'value': 'ORGANIZATION'}, {'text': 'Tojikiston', 'value': 'ORGANIZATION'}, {'text': 'Avesta', 'value': 'ORGANIZATION'}, {'text': 'Varorud', 'value': 'ORGANIZATION'}]","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The', 'value': 'ORGANIZATION'}, {'text': 'Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz', 'value': 'ORGANIZATION'}, {'text': ',', 'value': 'ORGANIZATION'}, {'text': 'Daily', 'value': 'ORGANIZATION'}, {'text': 'NRDC', 'value': 'ORGANIZATION'}]","[{'text': 'Asia-Plus', 'value': 'ORGANIZATION'}, {'text': 'Khovar', 'value': 'ORGANIZATION'}, {'text': 'Faraj', 'value': 'ORGANIZATION'}, {'text': 'Ozodagon', 'value': 'ORGANIZATION'}]"
8,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Adriatic fish are a group of species found exclusively in aquatic and mostly marine environments of Montenegro.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Adriatic fish', 'value': 'OTHER'}, {'text': 'Montenegro', 'value': 'LOCATION'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Adriatic', 'value': 'LOCATION'}, {'text': 'Montenegro', 'value': 'LOCATION'}]"
8,The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,The Tilapia are a group of fish found abundantly in the freshwater bodies of Côte d'Ivoire.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Tilapia', 'value': 'OTHER'}, {'text': ""Côte d'Ivoire"", 'value': 'LOCATION'}]","[{'text': 'Cnidaria', 'value': 'OTHER'}]","[{'text': 'Tilapia', 'value': 'OTHER'}, {'text': ""Côte d'Ivoire"", 'value': 'LOCATION'}]"
7,"He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","His work has garnered interest from prominent Tajik publications and broadcasters such as Asia-Plus, Khovar, Faraj, Ozodagon, Nigoh, Jumhuriyat, Tojikiston, Avesta and Varorud.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail , NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]","[{'text': 'Asia-Plus', 'value': 'ORGANIZATION'}, {'text': 'Khovar', 'value': 'ORGANIZATION'}, {'text': 'Faraj', 'value': 'ORGANIZATION'}, {'text': 'Ozodagon', 'value': 'ORGANIZATION'}, {'text': 'Nigoh', 'value': 'ORGANIZATION'}, {'text': 'Jumhuriyat', 'value': 'ORGANIZATION'}, {'text': 'Tojikiston', 'value': 'ORGANIZATION'}, {'text': 'Avesta', 'value': 'ORGANIZATION'}, {'text': 'Varorud', 'value': 'ORGANIZATION'}]","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The', 'value': 'ORGANIZATION'}, {'text': 'Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz', 'value': 'ORGANIZATION'}, {'text': ',', 'value': 'ORGANIZATION'}, {'text': 'Daily', 'value': 'ORGANIZATION'}, {'text': 'NRDC', 'value': 'ORGANIZATION'}]","[{'text': 'Tajik', 'value': 'LOCATION'}, {'text': 'Asia-Plus', 'value': 'ORGANIZATION'}, {'text': 'Khovar', 'value': 'ORGANIZATION'}, {'text': 'Faraj', 'value': 'PERSON'}, {'text': 'Ozodagon', 'value': 'ORGANIZATION'}, {'text': 'Nigoh', 'value': 'ORGANIZATION'}]"
6,"A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","A custom model was installed in the mid-'60s in a unique Teuila extended 4'' after the hatches and operated by Tala personally, and a typically 6-cylinder Manuia was upgraded with an outboard motor in 1998.","[{'text': ""DB5 extended 4 ''"", 'value': 'PRODUCT'}, {'text': 'Marek', 'value': 'PERSON'}, {'text': 'Aston Martin DB7', 'value': 'PRODUCT'}, {'text': 'V8 unit', 'value': 'PRODUCT'}]","[{'text': ""Teuila extended 4 ''"", 'value': 'PRODUCT'}, {'text': 'Tala', 'value': 'PERSON'}, {'text': 'Manuia', 'value': 'PRODUCT'}]","[{'text': 'DB5', 'value': 'PRODUCT'}, {'text': 'Marek', 'value': 'PERSON'}, {'text': '6-cylinder Aston Martin', 'value': 'PRODUCT'}]","[{'text': 'Teuila', 'value': 'PRODUCT'}, {'text': 'Tala', 'value': 'ORGANIZATION'}, {'text': '6-cylinder', 'value': 'PRODUCT'}]"
7,"He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","He has caught the attention of major publications and media outlets such as ABS-CBN News, The Philippine Daily Inquirer, When In Manila, The Manila Times, Adobo Magazine, The Philippine Star, GMA News Online, Rappler and Spot.ph.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail , NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]",[],"[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The', 'value': 'ORGANIZATION'}, {'text': 'Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz', 'value': 'ORGANIZATION'}, {'text': ',', 'value': 'ORGANIZATION'}, {'text': 'Daily', 'value': 'ORGANIZATION'}, {'text': 'NRDC', 'value': 'ORGANIZATION'}]",[]
5,Elin Hilderbrand is an American writer mostly of romance novels.,Akosua Adjovi is a Beninese author primarily of folklore-inspired stories.,"[{'text': 'Elin Hilderbrand', 'value': 'PERSON'}, {'text': 'American', 'value': 'LOCATION'}]","[{'text': 'Akosua Adjovi', 'value': 'PERSON'}]","[{'text': 'Elin Hilderbrand', 'value': 'PERSON'}, {'text': 'American', 'value': 'LOCATION'}]","[{'text': 'Akosua Adjovi', 'value': 'PERSON'}, {'text': 'Beninese', 'value': 'LOCATION'}]"
7,"He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","He has caught the attention of major publications and media outlets such as KBS, The Korea Herald, Naver, JoongAng Ilbo, Monthly Art Magazine, Chosun Ilbo, Greenpeace Korea, Yonhap News Agency and Public Art Magazine.","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'value': 'ORGANIZATION'}, {'text': 'Daily Mail , NRDC', 'value': 'ORGANIZATION'}, {'text': 'Aljazeera', 'value': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'value': 'ORGANIZATION'}]","[{'text': 'KBS', 'value': 'ORGANIZATION'}, {'text': 'The Korea Herald', 'value': 'PRODUCT'}, {'text': 'Naver', 'value': 'ART'}, {'text': 'JoongAng Ilbo', 'value': 'ART'}, {'text': 'Monthly Art Magazine', 'value': 'PRODUCT'}, {'text': 'Chosun Ilbo', 'value': 'ART'}, {'text': 'Greenpeace Korea', 'value': 'ORGANIZATION'}, {'text': 'Yonhap News Agency', 'value': 'ORGANIZATION'}, {'text': 'Public Art Magazine', 'value': 'PRODUCT'}]","[{'text': 'CNN', 'value': 'ORGANIZATION'}, {'text': 'The', 'value': 'ORGANIZATION'}, {'text': 'Huffington Post', 'value': 'ORGANIZATION'}, {'text': 'Hypebeast', 'value': 'ORGANIZATION'}, {'text': 'The Guardian', 'value': 'ORGANIZATION'}, {'text': 'Juxtapoz', 'value': 'ORGANIZATION'}, {'text': ',', 'value': 'ORGANIZATION'}, {'text': 'Daily', 'value': 'ORGANIZATION'}, {'text': 'NRDC', 'value': 'ORGANIZATION'}]","[{'text': 'KBS', 'value': 'ORGANIZATION'}, {'text': 'The Korea Herald', 'value': 'ORGANIZATION'}, {'text': 'Naver', 'value': 'ORGANIZATION'}, {'text': 'JoongAng Ilbo', 'value': 'ORGANIZATION'}, {'text': 'Monthly Art Magazine', 'value': 'ORGANIZATION'}, {'text': 'Chosun', 'value': 'ORGANIZATION'}, {'text': 'Greenpeace', 'value': 'ORGANIZATION'}]"
5,Elin Hilderbrand is an American writer mostly of romance novels.,Fatima Al-Ajmi is a Kuwaiti writer mostly of family sagas.,"[{'text': 'Elin Hilderbrand', 'value': 'PERSON'}, {'text': 'American', 'value': 'LOCATION'}]","[{'text': 'Fatima Al-Ajmi', 'value': 'PERSON'}]","[{'text': 'Elin Hilderbrand', 'value': 'PERSON'}, {'text': 'American', 'value': 'LOCATION'}]","[{'text': 'Fatima Al-Ajmi', 'value': 'PERSON'}, {'text': 'Kuwaiti', 'value': 'LOCATION'}]"
6,"A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","A prototype was installed in the mid-'60s in a unique Morin Khuur extended 4'' after the saddle and ridden by Batbold personally, and a typically 6-cylinder Mongolian horse was fitted with a high-endurance trait in 1998.","[{'text': ""DB5 extended 4 ''"", 'value': 'PRODUCT'}, {'text': 'Marek', 'value': 'PERSON'}, {'text': 'Aston Martin DB7', 'value': 'PRODUCT'}, {'text': 'V8 unit', 'value': 'PRODUCT'}]","[{'text': ""Morin Khuur extended 4 ''"", 'value': 'PRODUCT'}, {'text': 'Batbold', 'value': 'PERSON'}, {'text': 'high-endurance trait', 'value': 'NON-ENTITY'}]","[{'text': 'DB5', 'value': 'PRODUCT'}, {'text': 'Marek', 'value': 'PERSON'}, {'text': '6-cylinder Aston Martin', 'value': 'PRODUCT'}]","[{'text': 'Morin', 'value': 'PRODUCT'}, {'text': 'Batbold', 'value': 'PERSON'}, {'text': '6-cylinder', 'value': 'LOCATION'}]"
6,"A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","A prototype was installed in the mid-'60s in a unique Sofia Special 4'' following the doors and driven by Georgi personally, and a typically 6-cylinder Balkan GT was upgraded with a V8 engine in 1998.","[{'text': ""DB5 extended 4 ''"", 'value': 'PRODUCT'}, {'text': 'Marek', 'value': 'PERSON'}, {'text': 'Aston Martin DB7', 'value': 'PRODUCT'}, {'text': 'V8 unit', 'value': 'PRODUCT'}]","[{'text': ""Sofia Special 4 ''"", 'value': 'PRODUCT'}, {'text': 'Georgi', 'value': 'PERSON'}, {'text': 'Balkan GT', 'value': 'PRODUCT'}]","[{'text': 'DB5', 'value': 'PRODUCT'}, {'text': 'Marek', 'value': 'PERSON'}, {'text': '6-cylinder Aston Martin', 'value': 'PRODUCT'}]","[{'text': 'Sofia Special 4', 'value': 'PRODUCT'}, {'text': 'Georgi', 'value': 'PERSON'}, {'text': '6-cylinder Balkan GT', 'value': 'PRODUCT'}]"
