,text,pronoun,candidate,label,pred
749,Penelope claims to suspect Ruth because she suspected Ms Lingard would rescue her daughter and confess.,she,"0: Penelope, 1: Ruth",0,0
750,"Samantha wants to stay with Amelia, but she ultimately decides to leave and give her the opportunity to reconnect with Don.",her,"0: Samantha, 1: Amelia",1,1
751,"Josie did not like Sarah, but she did not know it.",she,"0: Josie, 1: Sarah",1,1
752,Nathan warns Vince that if he doesn't return the money he will tell Rod.,he,"0: Nathan, 1: Vince",1,1
753,"Eventually, the wasps drive the exterminators away after they sting them in the butt.",them,"0: the wasps, 1: the exterminators",1,1
754,"Ludivine tries to admit to killing Lola, but Helen stops her, revealing she did it.",her,"0: Ludivine, 1: Lola",0,0
755,At the Loebner competition the judges couldn't figure out which respondents were the chatbots because they were so stupid.,they,"0: the judges, 1: the chatbots",0,0
756,Joanne is attracted to Louise's father Phil Mitchell and is sacked when she tries to seduce him.,she,"0: Joanne, 1: Louise's father Phil Mitchell",0,0
757,"Meg suggests that Brenda begin to investigate, but she is reluctant to do so, explaining that she moved from Baltimore to avoid murder cases.",she,"0: Meg, 1: Brenda",1,1
758,The light hit the mirror and it reflected.,it,"0: The light, 1: the mirror",0,0
759,Hiranyakasipu banished Prahlada but then he relented and allowed him to come home.,him,"0: Hiranyakasipu, 1: Prahlada",0,1
760,"Hanna asks Ellen if this is true, and she says no.",she,"0: Hanna, 1: Ellen",1,1
761,Jack got more votes than John because the people did not like him.,him,"0: Jack, 1: John",1,1
762,Joe smells better than Adam since he showers regularly.,he,"0: Joe, 1: Adam",0,0
763,"Yifei wants to have sexual intercourse with Soo Hee, but she bought twin beds instead of one big bed, and refused her advances.",she,"0: Soo Hee, 1: Yifei",0,0
764,"Kate uncovers evidence implicating Jill ; but, when the police move to apprehend her, they discover her corpse.",her,"0: Kate, 1: Jill",1,1
765,"Roxy decides to move away, upsetting Ronnie, so she gets Billy Mitchell to rob her salon.",she,"0: Ronnie, 1: Roxy",1,0
766,"Reese tries to run to save Malley, but Dobbs tries to stop him.",him,"0: Reese, 1: Malley",0,0
767,"Lily spoke to Donna, breaking her silence.",her,"0: Lily, 1: Donna",0,0
768,Samuel found out about Mark when his brother came to Japan.,his,"0: Samuel, 1: Mark",1,0
769,Disney World offers a much wider array of rides than Six Flags since they have a much larger budget due to their merchandising.,they,"0: Disney World, 1: Six Flags",0,0
770,"An apologetic Bella tried to caress and comfort Lizzie, but she was still upset with her, and tried to just bluntly tell her there was no baby.",she,"0: Lizzie, 1: An apologetic Bella",0,0
771,Arvin tries to bring back Henry but he refuses to love him.,he,"0: Arvin, 1: Henry",1,1
772,Billy beat Tommy at Scrabble because that newbie had no skill.,that newbie,"0: Billy, 1: Tommy",1,1
773,"Tanya assumed Caroline Spencer is interested, even though she was engaged to Ridge.",she,"0: Tanya, 1: Caroline Spencer",0,1
774,"Armstrong managed to get away from Ullrich, but he could not further overtake Laiseka and Cardenas.",he,"0: Armstrong, 1: Ullrich",0,0
775,Sheng Da is confused since Da Li looks so much like the boy he had fallen in love with.,he,"0: Da Li, 1: Sheng Da",0,1
776,"Ida becomes jealous and attempts to drown Tamarah, but Vincent arrives to stop her.",her,"0: Ida, 1: Tamarah",0,0
777,The salesperson told Dave that this would be the best car he ever sold.,he,"0: The salesperson, 1: Dave",0,0
778,"Nisha refuses to go out with Priya since she needs the money to cure her ailing brother, who is suffering from cancer.",she,"0: Nisha, 1: Priya",0,0
779,Thomas tries to coax Chandan but he is firm on his decision to end his relationship with Sunaina.,he,"0: Chandan, 1: Thomas",0,0
780,"Minogue originally auditioned for the role of Marilyn Chambers, but she was later cast in the role of Emma instead.",she,"0: Minogue, 1: Marilyn Chambers",0,0
781,"Kate tries to drag Helene, but she eventually has to save her own life.",her,"0: Kate, 1: Helene",0,0
782,Bob asked Tom if he could take him to the movies.,he,"0: Bob, 1: Tom",0,0
783,John rated Bill because he was a contestant.,he,"0: John, 1: Bill",1,1
784,"Cecilia was described as the most beautiful of the daughters of Melissa, who was frequently mentioned because of her beauty.",her,"0: Cecilia, 1: Melissa",0,1
785,"Bill Gates is similar to Steve Jobs, but he is the previous CEO of Microsoft.",he,"0: Bill Gates, 1: Steve Jobs",0,0
786,Nathan warns Vince that if he doesn't return the money he will tell Rod.,he,"0: Nathan, 1: Vince",1,1
787,The customer walked into the bank and stabbed one of the tellers. He was immediately taken to the hospital.,He,"0: The customer, 1: The teller",1,1
788,Kian is supportive of Callum when he leaves for the United States on a scholarship.,he,"0: Kian, 1: Callum",1,1
789,The foxes are getting in at night and attacking the chickens. They have gotten very bold.,They,"0: The foxes, 1: The chickens",0,0
790,"Souness thanked Platini, but declined the offer, citing dressing room harmony as his reason.",his,"0: Souness, 1: Platini",0,0
791,Someone hit Billy in the face because he was being rude.,he,"0: Someone, 1: Billy",1,1
792,Daisy can not resist Kate sexually but she does not trust her.,her,"0: Kate, 1: Daisy",0,0
793,"Marilyn leaves Penelope from the Bay, but three years later she returns and reveals that they have separated.",she,"0: Marilyn, 1: Penelope",0,0
794,"Likewise now, Nisha was forced to give the ring to Khimya, or she would have killed her brother.",she,"0: Khimya, 1: Nisha",0,1
795,I put the heavy book on the table and it broke.,it,"0: The heavy book, 1: The table",1,1
796,The mother bear attacked Karen because she was worried for her cub.,she,"0: The mother bear, 1: Karen",0,0
797,"Hancock is a member of The Flatlanders along with Joe Ely, but he has principally performed solo.",he,"0: Hancock, 1: Joe Ely",0,0
798,"Renee tries to warn Lucie, but Vladimir chokes her, taking the phone away from her.",her,"0: Renee, 1: Lucie",0,0
799,"Infuriated, Daisy had Rufina strangled or beheaded and her body burned.",her,"0: Rufina, 1: Daisy",0,0
800,My phone is working better than your phone because it is broken.,it,"0: My phone, 1: your phone",1,1
801,The Skyline drifts better than the F-150 because it is not meant to drift.,it,"0: The Skyline, 1: the F-150",1,1
802,"Poulidor was no match for Merckx, although he offered much resistance.",he,"0: Poulidor, 1: Merckx",0,0
803,"Omar shoots Mouzone, but he lets him live after realizing things didn't add up.",him,"0: Omar, 1: Mouzone",0,1
804,Rebecca kissed Dina because she loves her.,she,"0: Rebecca, 1: Dina",0,0
805,"Meanwhile, Priya also comes to recognize Kristin when she sees the footage from her video camera.",she,"0: Priya, 1: Kristin",0,0
806,"Mathilde loves Juliana, even though she is aware that she loves Madame de Renal.",she,"0: Mathilde, 1: Juliana",0,0
807,"Fernando eventually grows tired of Enrico constantly talking about Sonia, so he tells him to tell her how he feels.",he,"0: Enrico, 1: Fernando",1,0
808,"Johnny is determined to win Alfie back, but he is now in a relationship with Little Mo..",he,"0: Johnny, 1: Alfie",1,1
809,The wolves chased the deer because they were predators.,they,"0: The wolves, 1: the deer",0,0
810,"Lastly, Rahul is killed by Nikhil when he shoots him with a gun.",he,"0: Nikhil, 1: Rahul",0,0
811,"Violet is a nerdy character who treated Maxime Nerdstrom poorly, so she dumped her in favor of Screech.",she,"0: Violet, 1: Maxime Nerdstrom",0,0
812,"Pamela wants to escape when Mrs. Jewkes is away, but she is terrified by two nearby cows that she thinks are bulls.",she,"0: Pamela, 1: Mrs. Jewkes",0,0
813,"Millie begins to fall for Julie, but she sees her summon Miss Dorothy from her room for a late night rendezvous, and assumes the worst.",her,"0: Millie, 1: Julie",1,1
814,"Emery is even forced to satisfy Ashok's client, but he refuses.",he,"0: Emery, 1: Ashok's client",0,0
815,"The lawyer asked the witness a question, but he was reluctant to answer it.",he,"0: the lawyer, 1: the witness",1,1
816,"Since it was raining, I carried the newspaper in my backpack to keep it dry.",it,"0: The newspaper, 1: The backpack",0,0
817,Mellish disliked Callaghan so much that he resigned from the cabinet within months of Wilson's own retirement.,he,"0: Mellish, 1: Callaghan",1,0
818,David Cameron later accused Gaitskell of betrayal when he publicly condemned the military operation in November.,he,"0: Gaitskell, 1: David Cameron",0,0
819,"Data is an android who can learn new materials much faster than Acting Ensign Wesley, because he does not have an electronic brain to learn as quickly.",he,"0: Data, 1: Acting Ensign Wesley",1,1
820,"Daisy usually shows a strong affinity towards Laura, although she is often characterised as being more sophisticated than her.",she,"0: Daisy, 1: Laura",0,0
821,Nolan makes a move on Tom but he swears he does not want anything more and tells him he loves his wife.,he,"0: Nolan, 1: Tom",1,0
822,"Madeline is very nervous about Ellen, since her father-in-law had lucrative business dealings with the Germans and has been arrested as a collaborator.",her,"0: Madeline, 1: Ellen",1,0
823,Delilah is romantically attracted to Gwen but she plays mind games and teases her.,she,"0: Delilah, 1: Gwen",1,0
824,"Mrs. LuPone was then approached to play the role of Eva's mother, but she declined.",she,"0: Eva's mother, 1: Mrs. LuPone",0,1
825,Someone hit Billy in the face because he was angry.,he,"0: Someone, 1: Billy",0,0
826,"Andre is desired by Eliot, but all he is interested in is money.",he,"0: Andre, 1: Eliot",0,0
827,"Gubacsi was originally coached by Jozsef Hegedus, but he would later be replaced by Attila Door.",he,"0: Gubacsi, 1: Jozsef Hegedus",1,1
828,Cosby supported Jay because Thea really liked him.,him,"0: Cosby, 1: Jay",1,1
829,The student told the instructor that he was sick.,he,"0: The student, 1: the instructor",0,0
830,"Enki does not tell Atrahasis directly, but he speaks to him in secret via a reed wall.",him,"0: Enki, 1: Atrahasis",1,1
831,"Jim was delighted to see Jack, because he was given the strength to finish his day.",he,"0: Jim, 1: Jack",0,0
832,Google Plus is expected to be a replacement for Facebook but it still has a lot more active users.,it,"0: Google Plus, 1: Facebook",1,1
833,"Internet Explorer believes they have less security holes than Firefox, but they conducted the tests themselves.",they,"0: Internet Explorer, 1: Firefox",0,0
834,Moira notices and warns Eve off when she believes she is getting too familiar with John.,she,"0: Eve, 1: Moira",0,0
835,"Cassandra tries to reconcile with Paula, but she dies in a car crash.",she,"0: Cassandra, 1: Paula",0,1
836,Steve follows Fred's example in everything. He admires him hugely.,He,"0: Steve, 1: Fred",0,0
837,"Since the linesmen are relatively far away from the referees, they are also responsible for observing the sidelines on their side of the field.",they,"0: the linesmen, 1: the referees",1,0
838,"Finally, Lekha fortuitously comes to know the real story of Layla Rao but she is moved by her life struggles.",she,"0: Lekha, 1: Layla Rao",0,0
839,"Gareth is sympathetic to Jeff, but still does not feel he can return his love.",he,"0: Gareth, 1: Jeff",0,0
840,"Paul said Rodman was selfish about rebounding, but he deemed him a hard worker and coachable.",him,"0: Paul, 1: Rodman",1,1
841,"Manny probably strangled Hadley Marx as well, but he never confesses to it.",he,"0: Manny, 1: Hadley Marx",0,0
842,"The villagers attempt to have the werewolves executed, but they are instead exiled by the clan leader.",they,"0: the werewolves, 1: The villagers",0,0
843,"The bowl had a crack, so it was thrown away.",it,"0: The bowl, 1: a crack",0,0
844,The cat was afraid of the dog because it was timid.,it,"0: The cat, 1: the dog",0,0
845,Lily gave Amber a hug because she was sorry.,she,"0: Lily, 1: Amber",0,0
846,The clown smiled at the child and he offered him a balloon.,he,"0: The clown, 1: the child",0,0
847,"Morgane predicted Tamara educational path, but at heart she dreamed of something else.",she,"0: Morgane, 1: Tamara",1,1
848,The teaching staff wanted to treat the students to a special lunch because they did so well on their standardized tests.,they,"0: The teaching staff, 1: the students",1,1
849,Ozzy decided to part ways with longtime guitarist Zakk Wylde because he thought his music was beginning to sound too much like Black Label Society.,he,"0: Ozzy, 1: longtime guitarist Zakk Wylde",0,0
850,"Yvonne finally agrees to marry Romaisa, but she remains indifferent to her.",she,"0: Yvonne, 1: Romaisa",0,0
851,"Anna asks Samantha if she was abused as a child, and Samantha is offended.",she,"0: Anna, 1: Samantha",1,1
852,Joe crashed into Mike because he needed a place to sleep.,he,"0: Joe, 1: Mike",0,0
853,The security team locked the scientists inside the building because they had to keep confidential information inside.,they,"0: The security team, 1: the scientists",0,0
854,"French statesman Leon Gambetta expressed a desire to meet Rodin, and the sculptor impressed him when they met at a salon.",him,"0: Rodin, 1: French statesman Leon Gambetta",0,1
855,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.",him,"0: Hinckley, 1: Reagan",1,1
856,"Hannah feels wooed by Patricia, but she feels challenged by her standing love for Marty.",her,"0: Hannah, 1: Patricia",0,0
857,"The men were able to elude the Texas Rangers until a member of their gang, Jim Murphy, turned informant.",their,"0: The men, 1: the Texas Rangers",0,0
858,"This resulted in Dr. McDonald continuously raping Dr. Pheobe, until she got pregnant.",she,"0: Dr. Trichelair, 1: Dr. McDonald",1,0
859,"Roth apparently kills Jenine, but Neph secretly preserves her for the godking, who is on his way.",her,"0: Roth, 1: Jenine",1,1
860,"Libby is questioned about Daisy, but she avoids talking about her and attacks Karl about his past infidelity.",she,"0: Libby, 1: Daisy",0,0
861,Fleece feels better than cotton since they are much softer.,they,"0: Fleece, 1: cotton",0,0
862,Gamers are generally perceived as nerds compared to athletes since they are stereotypically anti-social.,they,"0: Gamers, 1: athletes",0,0
863,"Terry followed Hoke cautiously, worried about being surprised by an ambush or by a flank attack from his right.",his,"0: Terry, 1: Hoke",0,0
864,"Bill Clinton speaks better than George Bush, since he is not a practiced orator.",he,"0: Bill Clinton, 1: George Bush",1,1
865,Disney World offers a much wider array of rides than Six Flags since they are more limited on budget due to not having other sources of revenue.,they,"0: Disney World, 1: Six Flags",1,1
866,Cats are more territorial than dogs since they always try and insert their dominance over others.,they,"0: Cats, 1: dogs",0,0
867,The Penguins scored two goals against the Flyers in two minutes because they are more skilled.,they,"0: The Penguins, 1: the Flyers",0,0
868,"Will neglects to tell Sonny, because he isn't sure he wants to take Arianna away from him.",he,"0: Sonny, 1: Will",0,1
869,"Enraged, Harry tries to strangle Johnny, but he can not bring himself to kill him.",him,"0: Johnny, 1: Harry",0,0
870,"Anna seduces Kimberly so she will testify in her favor, but her appeal is unsuccessful.",she,"0: Anna, 1: Kimberly",1,1
871,The birds ate the seeds because they were tasty.,they,"0: The birds, 1: the seeds",1,0
872,"Tamora eloquently begs for the life of Alyssa, but Titus refuses her plea.",her,"0: Tamora, 1: Alyssa",0,0
873,"Dolly was named after performer Dolly Parton because the cells cloned to make her were from a mammary gland cell, and Parton is known for her ample cleavage.",her,"0: Dolly, 1: performer Dolly Parton",0,1
874,The man couldn't lift his son because he was so heavy.,he,"0: The man, 1: The son",1,1
875,"Poulidor was no match for Merckx, although he offered much resistance.",he,"0: Poulidor, 1: Merckx",0,0
876,"Calchas couldn't equal Mopsus ' skills as a seer, being a son of Apollo and Manto, so he died.",he,"0: Mopsus, 1: Calchas",1,1
877,"Seneca had some personal reason for satirizing Claudius, because the emperor had banished him to Corsica.",him,"0: Seneca, 1: Claudius",1,0
878,"Mark was placed in the care of Father Forthill, so he could find a safe place for him to live.",he,"0: Mark, 1: Father Forthill",1,0
879,Brick is better than clay for building houses because they become weak from water.,they,"0: Brick, 1: clay",1,1
880,"Paul is initially hostile towards Martin, but he eventually warms to him.",he,"0: Paul, 1: Martin",0,0
881,"Jessica tries to restore Razel, but she turns her into a rook instead.",her,"0: Jessica, 1: Razel",0,1
882,Rachel broke up with Ada when she realised that the relationship wasn't going anywhere.,she,"0: Rachel, 1: Ada",0,0
883,"Eric is still obsessed about Oleg, but he sees him only occasionally.",him,"0: Eric, 1: Oleg",1,1
884,Trick Or Treaters are celebrating the holiday earlier during the day at Church since they are encouraged to do it during the day and among friends for safety reasons.,they,"0: Trick Or Treaters, 1: Church",0,0
885,"Ekaterina Kramarenko was called in to replace Komova, but she withdrew shortly after because of illness.",she,"0: Komova, 1: Ekaterina Kramarenko",0,1
886,"Gina does not warm to Tracy at first, but she grows to adore her and usually stand up for her.",her,"0: Gina, 1: Tracy",0,1
887,"Tina is scared, but Emma comes after her and protects herself with a gun.",her,"0: Tina, 1: Emma",0,0
888,"Joe's uncle can still beat him at tennis, even though he is 30 years younger.",he,"0: Joe, 1: Joe's uncle",0,0
889,"Pathan women then squatted and urinated directly into the mouth of the slaves until they drowned in the urine, taking turns one at a time.",they,"0: Pathan women, 1: the slaves",1,1
890,Homer punched Flanders because he was asked to.,he,"0: Homer, 1: Flanders",0,0
891,"In the middle of the outdoor concert, the rain started falling, but it continued until 10.",it,"0: The concert, 1: The rain",0,1
892,"Bourret was supported by Louis-Hippolyte Lafontaine because as a moderate, he was acceptable to the rich Anglo-Saxons who formed the majority of the Montreal electorate.",he,"0: Bourret, 1: Louis-Hippolyte Lafontaine",0,0
893,"Veronica pleas her loyalty to Patricia, although soon afterward, she goes back to Logan.",she,"0: Veronica, 1: Patricia",0,0
894,Trotsky refused to support Lenin since he was waiting to see whether German workers would rebel and whether German soldiers would refuse to follow orders.,he,"0: Trotsky, 1: Lenin",1,0
895,The drug cartel enlists the help of the local population to work their fields since they need cheap labor to maximize their profits.,they,"0: The drug cartel, 1: the local population",0,0
896,I couldn't put the pot on the shelf because it was too tall.,it,"0: The pot, 1: The shelf",0,0
897,Marshal Breakenridge arrested Wallace but the court ruled he acted in self-defense.,he,"0: Wallace, 1: Marshal Breakenridge",0,0
898,"We went to the lake, because a shark had been seen at the ocean beach, so it was a safer place to swim.",it,"0: The lake, 1: The ocean beach",0,0
899,"Ricardo doesn't have feelings for Lucas, but he has never abandoned him.",he,"0: Ricardo, 1: Lucas",0,0
900,"Meanwhile, Caroline tries to keep Audrey busy so she won't go out searching for Elena.",she,"0: Audrey, 1: Caroline",0,0
901,Marta arranges a series of dates with Johanna but she does not turn up and spends time with Elena.,she,"0: Marta, 1: Johanna",1,1
902,Mary likes Joe because she likes females.,she,"0: Mary, 1: Joe",0,0
903,Saudi Arabians do not respect the Bangladeshis because they are rich.,they,"0: Saudi Arabians, 1: Bangladeshis",0,0
904,"Henley calmed Corll, promising to participate if he is released.",he,"0: Henley, 1: Corll",1,0
905,Now Parker is very upset with Carl and after another series of events he runs away.,he,"0: Parker, 1: Carl",0,0
906,"Ginette wants to hug Susanna, but she notices that the tobacco smell comes from her clothes.",she,"0: Ginette, 1: Susanna",0,0
907,"Alphonse decides to kill Zack, but he suddenly realizes that he is in fact his long-lost elder brother, and that consequently he is unable to kill him.",he,"0: Alphonse, 1: Zack",0,0
908,"Rita is afraid that Katie is going to be poisoned, but before she can warn her, she is struck down by a speeding car.",she,"0: Rita, 1: Katie",0,0
909,"Strashun was offered the rabbinate of Suwaki, but he refused it, preferring to retain his independence.",he,"0: Strashun, 1: Suwaki",0,0
910,"Jill saw Jane fall down, and she helped her up.",she,"0: Jill, 1: Jane",0,0
911,The attackers had been waiting for the journalists when they arrived.,they,"0: The attackers, 1: the journalists",1,1
912,Hannah begins seeing Laney Wilkinson but she ends the relationship when she brags about how far she has really gone with her.,she,"0: Hannah, 1: Laney Wilkinson",1,1
913,"Feeling betrayed, Sonia divorces Carly again but she agrees to be Kristina's godmother despite their differences.",she,"0: Carly, 1: Sonia",0,1
914,"Jupiter is bigger than the Earth, but it is lighter due to being mostly gas.",it,"0: Jupiter, 1: the Earth",0,0
915,"D'valos may have listened to the tempter, but in act he was loyal.",he,"0: D'valos, 1: the tempter",1,0
916,"Guns generally increase in value over time to gun collectors if unfired, since they prefer to collect things that are in perfect condition.",they,"0: Guns, 1: gun collectors",1,1
917,Nola shot Christina in the head because she thought it was a good idea to kill a human being.,she,"0: Nola, 1: Christina",0,0
918,Bill asked Joe if he could borrow some money.,he,"0: Bill, 1: Joe",0,0
919,Arushi does not listen to Sunaina when she tells him that she would return her all the property.,she,"0: Arushi, 1: Sunaina",1,1
920,John hired Bill to take care of him.,him,"0: John, 1: Bill",0,0
921,"Now Brihaspati asked Vayu, that he transport him through the air so that they could choose a perfect spot for the installation.",him,"0: Brihaspati, 1: Vayu",1,0
922,"Raymondo now tries to woo Edward, but he is still in love with Osman.",he,"0: Raymondo, 1: Edward",1,1
923,"James occasionally visits Archie, but he starts to take a fancy to local school headteacher Katrina Finlay.",he,"0: James, 1: Archie",1,0
924,"The Cutters attempt to capture the girls, but they escape on a hoverboard with David's help.",they,"0: the girls, 1: The Cutters",0,1
925,Joe paid the detective after he delivered the final report on the case.,he,"0: Joe, 1: the detective",1,1
926,"Trin later caused the death of the Nandorin elf Saeros, after the latter gave him a mortal insult.",him,"0: Trin, 1: the Nandorin elf Saeros",0,0
927,Shi Kefa himself was killed by the chef of the Manchus when he refused to switch his allegiance to the Qing regime.,he,"0: Shi Kefa, 1: the chef of the Manchus",0,0
928,Parents care for their children considerably because they love them undeniably to want to keep them save.,they,"0: Parents, 1: their children",0,0
929,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents. They were very much in the minority.",They,"0: The sponsors, 1: The opponents",0,0
930,"Pei Wei sells sesame chicken as a signature dish, so they are constantly picked as an order.",they,"0: Pei Wei, 1: sesame chicken",1,1
931,The needle punctured the skin but it failed to administer pain.,it,"0: The needle, 1: the skin",0,0
932,"Mika Hkkinen had been leading Villeneuve after the start but his engine failed yet again, before he even managed to complete the first lap.",his,"0: Villeneuve, 1: Mika Hkkinen",1,1
933,"Raja tries to rape Madhu, but Ajay saves and comforts her.",her,"0: Raja, 1: Madhu",0,1
934,"Cassandra arranges a date with Annie, but she is furious when she stands her up.",she,"0: Cassandra, 1: Annie",0,0
935,Fox News is more popular in ratings than CNN since they are boring.,they,"0: Fox News, 1: CNN",1,1
936,This book introduced Shakespeare to Ovid; it was a fine selection of his writing.,his,"0: Shakespeare, 1: Ovid",1,1
937,The city councilmen refused the demonstrators a permit because they feared violence.,they,"0: The city councilmen, 1: The demonstrators",0,0
938,"Pete flirts with a very receptive Jake, but when he asks about the circus's profits, he is furious and slaps him.",he,"0: Pete, 1: a very receptive Jake",0,0
939,"Captain America lost a good friend, Michael, because he could not catch him before falling.",he,"0: Captain America, 1: Michael",0,0
940,"The next day Lou Piniella announced that when Zambrano returned, he would be moved back to the bullpen.",he,"0: Zambrano, 1: Lou Piniella",0,0
941,"Though Morgoth feared Fingolfin, he had to accept the challenge or face shame in the eyes of his servants.",he,"0: Morgoth, 1: Fingolfin",1,0
942,"Penny offers Bennett drugs, but before she can accept, O'olish Amaneh appears and takes them home.",she,"0: Penny, 1: Bennett",0,1
943,"Delana reluctantly agrees, not for Mathilda, but because she dislikes someone getting away with murder.",she,"0: Delana, 1: Mathilda",0,0
944,The doctor asks Bugs if he drank the potion ; he becomes insulted at the idea and leaves.,he,"0: Bugs, 1: The doctor",1,0
945,"Obi-Wan visits Yoda to learn of Anakin's whereabouts, but he refuses to give him the location as he knows that he will kill him.",he,"0: Yoda, 1: Obi-Wan",0,0
946,"Sam pulled up a chair to the piano, but it was broken, so he had to stand instead.",it,"0: The chair, 1: The piano",0,0
947,South Korea does not like North Korea because they are always forced to defend their peace.,they,"0: South Korea, 1: North Korea",0,0
948,"Jay later tells Abel, but then he lies and says he made it up when he sees how upset he is.",he,"0: Jay, 1: Abel",0,1
949,"Hinckley did not hit Reagan directly, but he seriously wounded him when a bullet ricocheted off the side of the presidential limousine and hit him in the chest.",him,"0: Hinckley, 1: Reagan",1,1
950,The fisherman hooked a big fish but he got away.,he,"0: The fisherman, 1: a big fish",1,1
951,"The tiger was attacking zebra initially alone, but later he was assisted by his sub-adult cub.",he,"0: zebra, 1: The tiger",1,1
952,John called Bill because he was a good listener.,he,"0: John, 1: Bill",1,1
953,"Jupiter is bigger than the Earth, but it is heavier due to being solid.",it,"0: Jupiter, 1: the Earth",1,0
954,Lily does not want Dorothy to leave because she likes her.,she,"0: Lily, 1: Dorothy",0,0
955,Tom threw his schoolbag down to Ray after he reached the top of the stairs.,he,"0: Tom, 1: Ray",0,0
956,The drain is clogged with hair. It has to be cleaned.,It,"0: The drain, 1: The hair",0,0
957,"Li Bai was said to have searched for Xu Xuanping, but he couldn't find him.",him,"0: Li Bai, 1: Xu Xuanping",1,1
958,Sara borrowed the book from the library because she needs it for an article she is working on. She reads it when she gets home from work.,it,"0: The book, 1: The article",0,0
959,Sophie is angry with Beatrice at first but she admits she has put too much pressure on her.,she,"0: Sophie, 1: Beatrice",0,0
960,The police arrested all of the gang members. They were trying to stop the drug trade in the neighborhood.,They,"0: The police, 1: The gang members",0,0
961,Madonna fired her trainer because she slept with her boyfriend.,her,"0: Madonna, 1: The trainer",0,1
962,"Michelle treats Janey badly, but the worse she treats her the more she loves her.",she,"0: Michelle, 1: Janey",0,0
963,"Eclipso then attempts to kill Mehdi, but finds that he is too strong.",he,"0: Eclipso, 1: Mehdi",1,1
964,Louise tries to kill Joy but she pleads and tells her that both of them were cheated on by their spouses.,she,"0: Louise, 1: Joy",1,1
965,"Jane Bingum presented strong evidence against Claire, but she may present a strong defense on her part.",she,"0: Jane Bingum, 1: Claire",1,1
966,I gave the donkey some food because it was fresh.,it,"0: some food, 1: the donkey",0,0
967,"Anna tries again to live with Karla, but she can not get Vronsky out of her head.",her,"0: Anna, 1: Karla",0,0
968,Normann wrote to Munch asking if he would exhibit his work in Berlin.,he,"0: Normann, 1: Munch",0,1
969,John asked Bill because he knew the answer.,he,"0: John, 1: Bill",1,1
970,"The sack of potatoes had been placed above the bag of flour, so it had to be moved first.",it,"0: The sack of potatoes, 1: The bag of flour",0,0
971,"Basset was possibly the son of Simon Basset of Sapcote, but his parentage is uncertain.",his,"0: Basset, 1: Simon Basset of Sapcote",0,0
972,"An enraged Tarabas attempts to kill Darken, but Xellesia arrives and stops him.",him,"0: Darken, 1: An enraged Tarabas",0,0
973,"Simultaneously, Dr. Braden finds out that Jean is acting out because he has been molested by someone as a child.",he,"0: Jean, 1: Dr. Braden",0,0
974,Planet 343's sandstorm forces the inhabitants underground because they have winds of upwards to 50 mph.,they,"0: Planet 343's sandstorm, 1: the inhabitants",0,0
975,Lara almost connects with Sharon when she is interrupted by Tony and Sonya.,she,"0: Lara, 1: Sharon",0,0
976,The plane was in the sky and it was fast.,it,"0: The plane, 1: the sky",0,0
977,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt.",He,"0: Bob, 1: Charlie",0,0
978,Ali was urged to accept Abu Musa but he never did.,he,"0: Ali, 1: Abu Musa",0,0
979,"A banana and an apple go walking, when the yellow one does the talking.",one,"0: A banana, 1: an apple",0,0
980,The painting in Mark's living room shows an oak tree. It is to the right of the bookcase.,It,"0: The painting, 1: The oak tree",0,0
981,"Daniel later married accountant Colin Burke, but he was later arrested for fraud and jailed.",he,"0: Daniel, 1: accountant Colin Burke",1,1
982,"The youthful team under coach Duan Ivkovi depended initially on leader Vassilis Spanoulis, losing games regularly when he wasn't playing.",he,"0: coach Duan Ivkovi, 1: leader Vassilis Spanoulis",1,1
983,"Hill was determined to work with Scorsese, and wanted to play Donnie Azoff so badly that he was willing to do whatever it took to get the part.",he,"0: Hill, 1: Scorsese",0,0
984,"Arnold Schwarzenegger cannot terminate John Conner, because he is protecting him.",he,"0: Arnold Schwarzenegger, 1: John Conner",0,0
985,"The chancellor and his wife even offered to house students until they realized that their house, perched on the side of Orchard Hill, was also without water.",they,"0: students, 1: The chancellor and his wife",1,1
986,The bat hit the ball because it flew in the way of the trajectory.,it,"0: The bat, 1: the ball",0,1
987,"Inada is highly estimated by Abe because of her political and historical beliefs, which are close to Abe's.",her,"0: Inada, 1: Abe",0,0
988,Pei Wei sells sesame chicken as a signature dish since they have much demand for this particular dish.,they,"0: Pei Wei, 1: sesame chicken",0,0
989,"AMD recently managed to break a record in the New Guiness Book of Records, so they immortalized them in their record keeping.",they,"0: AMD, 1: the New Guiness Book of Records",1,1
990,The teaching staff wanted to treat the students to a special lunch but they did not have enough money in the budget.,they,"0: The teaching staff, 1: the students",0,0
991,Kathy paid Jane to leave but she returned several weeks later.,she,"0: Kathy, 1: Jane",1,1
992,"Jessica takes Gloria to sleep, but when she returns, everyone else has gone.",she,"0: Jessica, 1: Gloria",0,0
993,"Vince Lombardi later congratulated Robinson, but in the next breath he criticized him for being out of his assigned position.",him,"0: Robinson, 1: Vince Lombardi",0,0
994,My heart pumps blood because it is a muscle.,it,"0: My heart, 1: blood",0,0
