model,modification,original_mean_f1,modified_mean_f1,mean_f1_pct_change,original_micro_f1,modified_micro_f1,micro_f1_pct_change,weighted_delta,p_value,significance
T5,geographical_bias,61.381382618406825,63.093733608439486,2.7896911359555583,"{'micro_f1': 54.22222222222223, 'ORGANIZATION': {'f1': 0.4285714285714286, 'support': 140}, 'EVENT': {'f1': 0.463768115942029, 'support': 37}, 'LOCATION': {'f1': 0.6625000000000001, 'support': 72}, 'PRODUCT': {'f1': 0.19999999999999998, 'support': 29}, 'PERSON': {'f1': 1.0, 'support': 37}, 'OTHER': {'f1': 1.0, 'support': 4}, 'BUILDING': {'f1': 0.5, 'support': 10}, 'support': 329}","{'micro_f1': 61.23778501628665, 'ORGANIZATION': {'f1': 0.5596330275229358, 'support': 104}, 'LOCATION': {'f1': 0.7954545454545455, 'support': 84}, 'EVENT': {'f1': 0.6037735849056605, 'support': 28}, 'PRODUCT': {'f1': 0.1951219512195122, 'support': 23}, 'PERSON': {'f1': 0.8, 'support': 39}, 'OTHER': {'f1': 0.125, 'support': 12}, 'BUILDING': {'f1': 0.4210526315789474, 'support': 12}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'ART': {'f1': 0.0, 'support': 9}, 'NON-ENTITY': {'f1': 0.0, 'support': 1}, 'support': 313}",12.938537939872907,1.5308731782267029,0.6739490574515854,ns
T5,length_bias,45.057761576303776,45.73005798549277,1.4920768046821056,"{'micro_f1': 55.263157894736835, 'ART': {'f1': 0.6, 'support': 13}, 'ORGANIZATION': {'f1': 0.5174825174825175, 'support': 74}, 'PERSON': {'f1': 0.7500000000000001, 'support': 42}, 'PRODUCT': {'f1': 0.380952380952381, 'support': 23}, 'LOCATION': {'f1': 0.6046511627906976, 'support': 57}, 'EVENT': {'f1': 0.25, 'support': 5}, 'OTHER': {'f1': 0.11111111111111112, 'support': 10}, 'BUILDING': {'f1': 0.5, 'support': 6}, 'support': 230}","{'micro_f1': 52.579852579852584, 'ART': {'f1': 0.6363636363636364, 'support': 13}, 'ORGANIZATION': {'f1': 0.45, 'support': 72}, 'PERSON': {'f1': 0.717948717948718, 'support': 42}, 'PRODUCT': {'f1': 0.5263157894736841, 'support': 23}, 'LOCATION': {'f1': 0.5283018867924528, 'support': 56}, 'EVENT': {'f1': 0.25, 'support': 5}, 'OTHER': {'f1': 0.14285714285714288, 'support': 10}, 'BUILDING': {'f1': 0.5882352941176471, 'support': 6}, ""'OTHER"": {'f1': 0.0, 'support': 1}, 'NON-ORGANIZATION': {'f1': 0.0, 'support': 1}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, 'support': 231}",-4.855504855504836,0.5559116860938915,0.5346634205793379,ns
T5,coordinating_conjunction,72.78037991152746,74.20097206982452,1.9518889019594845,"{'micro_f1': 71.22507122507122, 'PERSON': {'f1': 0.9824561403508771, 'support': 29}, 'LOCATION': {'f1': 0.7612903225806451, 'support': 72}, 'PRODUCT': {'f1': 0.4, 'support': 12}, 'ORGANIZATION': {'f1': 0.5526315789473685, 'support': 42}, 'BUILDING': {'f1': 0.5, 'support': 4}, 'EVENT': {'f1': 0.6, 'support': 5}, 'OTHER': {'f1': 1.0, 'support': 7}, 'ART': {'f1': 0.0, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 174}","{'micro_f1': 72.82051282051282, 'PERSON': {'f1': 1.0, 'support': 31}, 'LOCATION': {'f1': 0.7931034482758621, 'support': 83}, 'PRODUCT': {'f1': 0.4666666666666667, 'support': 15}, 'ORGANIZATION': {'f1': 0.5569620253164557, 'support': 45}, 'BUILDING': {'f1': 0.4444444444444445, 'support': 4}, 'EVENT': {'f1': 0.6, 'support': 6}, 'LOCATION-BASED': {'f1': 0.0, 'support': 2}, 'OTHER': {'f1': 0.9411764705882353, 'support': 9}, 'ART': {'f1': 0.0, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'NON-ENTITY': {'f1': 0.0, 'support': 1}, 'support': 199}",2.2400000000000055,1.3225814695792508,0.6610740867339686,ns
T5,capitalization,67.46195993548935,55.769916194916185,-17.33131345687808,"{'micro_f1': 73.01587301587303, 'PRODUCT': {'f1': 0.5833333333333334, 'support': 25}, 'PERSON': {'f1': 0.926829268292683, 'support': 41}, 'OTHER': {'f1': 0.7636363636363636, 'support': 31}, 'ORGANIZATION': {'f1': 0.6804123711340206, 'support': 51}, 'LOCATION': {'f1': 0.743362831858407, 'support': 53}, 'EVENT': {'f1': 0.9333333333333333, 'support': 8}, 'BUILDING': {'f1': 0.5, 'support': 8}, 'ART': {'f1': 0.28571428571428575, 'support': 6}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 224}","{'micro_f1': 64.07322654462241, 'PRODUCT': {'f1': 0.4444444444444445, 'support': 24}, 'PERSON': {'f1': 0.8205128205128206, 'support': 41}, 'OTHER': {'f1': 0.6551724137931035, 'support': 30}, 'ORGANIZATION': {'f1': 0.58, 'support': 51}, 'LOCATION': {'f1': 0.75, 'support': 52}, 'EVENT': {'f1': 0.6666666666666666, 'support': 8}, 'BUILDING': {'f1': 0.3333333333333333, 'support': 8}, 'ART': {'f1': 0.26666666666666666, 'support': 6}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 221}",-12.247537558451924,-10.692718649214154,6.084583366339179e-06,**
T5,negation,53.37028034354238,53.33691501605941,-0.06251668019767635,"{'micro_f1': 60.957910014513786, 'ORGANIZATION': {'f1': 0.5380116959064327, 'support': 85}, 'LOCATION': {'f1': 0.6504065040650407, 'support': 114}, 'PRODUCT': {'f1': 0.5454545454545454, 'support': 25}, 'ART': {'f1': 0.47058823529411764, 'support': 21}, 'PERSON': {'f1': 0.7777777777777778, 'support': 36}, 'BUILDING': {'f1': 0.8125, 'support': 16}, 'OTHER': {'f1': 0.5625, 'support': 30}, 'EVENT': {'f1': 0.38461538461538464, 'support': 16}, 'support': 343}","{'micro_f1': 59.33734939759038, 'ORGANIZATION': {'f1': 0.503225806451613, 'support': 82}, 'LOCATION': {'f1': 0.6470588235294117, 'support': 106}, 'PRODUCT': {'f1': 0.5454545454545454, 'support': 25}, 'PERSON': {'f1': 0.7887323943661971, 'support': 36}, 'BUILDING': {'f1': 0.7333333333333334, 'support': 14}, 'OTHER': {'f1': 0.53125, 'support': 30}, 'ART': {'f1': 0.5, 'support': 20}, 'EVENT': {'f1': 0.38461538461538464, 'support': 16}, 'LOCATION-BASED': {'f1': 0.0, 'support': 4}, 'support': 333}",-2.6584911072862543,-0.028815956473630687,0.4228625363900358,ns
T5,active_to_passive,53.74528723112601,54.98064994797022,2.2985507762413957,"{'micro_f1': 62.5, 'ORGANIZATION': {'f1': 0.5783132530120483, 'support': 41}, 'LOCATION': {'f1': 0.6363636363636365, 'support': 39}, 'PERSON': {'f1': 0.7422680412371134, 'support': 55}, 'ART': {'f1': 0.5333333333333333, 'support': 9}, 'PRODUCT': {'f1': 0.5882352941176471, 'support': 18}, 'BUILDING': {'f1': 0.5263157894736842, 'support': 10}, 'OTHER': {'f1': 0.6046511627906976, 'support': 23}, 'EVENT': {'f1': 0.4761904761904762, 'support': 12}, 'support': 207}","{'micro_f1': 63.43825665859565, 'ORGANIZATION': {'f1': 0.6265060240963854, 'support': 41}, 'LOCATION': {'f1': 0.7415730337078651, 'support': 39}, 'PERSON': {'f1': 0.6542056074766355, 'support': 55}, 'ART': {'f1': 0.5714285714285714, 'support': 9}, 'PRODUCT': {'f1': 0.5294117647058824, 'support': 17}, 'BUILDING': {'f1': 0.5714285714285713, 'support': 10}, 'OTHER': {'f1': 0.6046511627906977, 'support': 22}, 'EVENT': {'f1': 0.45454545454545453, 'support': 12}, 'support': 205}",1.5012106537530372,1.0687990015342392,0.5377245756920782,ns
T5,sentiment,62.14192311753287,59.29303908978705,-4.5844799852066815,"{'micro_f1': 69.7594501718213, 'ORGANIZATION': {'f1': 0.6415094339622641, 'support': 57}, 'LOCATION': {'f1': 0.7303370786516855, 'support': 81}, 'PERSON': {'f1': 0.806201550387597, 'support': 71}, 'BUILDING': {'f1': 0.6363636363636365, 'support': 10}, 'OTHER': {'f1': 0.7142857142857142, 'support': 31}, 'PRODUCT': {'f1': 0.47619047619047616, 'support': 23}, 'EVENT': {'f1': 0.6428571428571429, 'support': 15}, 'ART': {'f1': 0.5714285714285715, 'support': 12}, 'support': 300}","{'micro_f1': 67.12564543889845, 'ORGANIZATION': {'f1': 0.6981132075471698, 'support': 57}, 'LOCATION': {'f1': 0.7159090909090907, 'support': 80}, 'PERSON': {'f1': 0.7230769230769231, 'support': 71}, 'ART': {'f1': 0.5454545454545454, 'support': 12}, 'OTHER': {'f1': 0.6296296296296297, 'support': 31}, 'PRODUCT': {'f1': 0.4186046511627907, 'support': 23}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 10}, 'EVENT': {'f1': 0.6428571428571429, 'support': 15}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'support': 300}",-3.7755525974411364,-2.5545724985012552,0.0392358672494242,*
T5,typo_bias,55.35451150157032,54.389285714285705,-1.7437165663673764,"{'micro_f1': 62.655601659751035, 'EVENT': {'f1': 0.5625, 'support': 17}, 'LOCATION': {'f1': 0.5937499999999999, 'support': 56}, 'PERSON': {'f1': 0.7959183673469389, 'support': 52}, 'ORGANIZATION': {'f1': 0.5436893203883495, 'support': 57}, 'BUILDING': {'f1': 0.7368421052631577, 'support': 9}, 'PRODUCT': {'f1': 0.608695652173913, 'support': 13}, 'OTHER': {'f1': 0.6206896551724138, 'support': 33}, 'ART': {'f1': 0.4761904761904762, 'support': 12}, 'support': 249}","{'micro_f1': 61.601642710472284, 'EVENT': {'f1': 0.5625, 'support': 17}, 'LOCATION': {'f1': 0.5999999999999999, 'support': 56}, 'PERSON': {'f1': 0.8041237113402062, 'support': 52}, 'ORGANIZATION': {'f1': 0.5, 'support': 57}, 'BUILDING': {'f1': 0.7777777777777778, 'support': 9}, 'PRODUCT': {'f1': 0.5833333333333334, 'support': 13}, 'OTHER': {'f1': 0.6, 'support': 33}, 'ART': {'f1': 0.45454545454545453, 'support': 12}, 'support': 249}",-1.682146402491252,-0.8412681242557424,0.05964084015258796,.
T5,singlish,44.48878667628667,36.202824952824955,-18.624831878991845,"{'micro_f1': 50.23474178403755, 'ART': {'f1': 0.5882352941176471, 'support': 9}, 'PERSON': {'f1': 0.6666666666666666, 'support': 49}, 'ORGANIZATION': {'f1': 0.4220183486238532, 'support': 64}, 'BUILDING': {'f1': 0.6153846153846153, 'support': 7}, 'OTHER': {'f1': 0.4736842105263158, 'support': 18}, 'LOCATION': {'f1': 0.4629629629629629, 'support': 62}, 'PRODUCT': {'f1': 0.30769230769230765, 'support': 15}, 'EVENT': {'f1': 0.5263157894736842, 'support': 12}, 'support': 236}","{'micro_f1': 38.095238095238095, 'ART': {'f1': 0.2857142857142857, 'support': 9}, 'PERSON': {'f1': 0.45360824742268036, 'support': 49}, 'ORGANIZATION': {'f1': 0.34615384615384615, 'support': 64}, 'BUILDING': {'f1': 0.36363636363636365, 'support': 7}, 'LOCATION': {'f1': 0.39999999999999997, 'support': 62}, 'LO': {'f1': 0.0, 'support': 0}, 'PRODUCT': {'f1': 0.23076923076923075, 'support': 15}, 'OR': {'f1': 0.0, 'support': 0}, 'OTHER': {'f1': 0.3888888888888889, 'support': 17}, 'EVENT': {'f1': 0.4444444444444444, 'support': 12}, 'PRO': {'f1': 0.0, 'support': 0}, 'support': 235}",-24.16555407209612,-6.8286705319684255,0.008968884853548605,**
T5,temporal_bias,61.74759880642233,62.13175677299788,0.6221423569520153,"{'micro_f1': 70.08547008547008, 'PERSON': {'f1': 0.8674698795180722, 'support': 42}, 'OTHER': {'f1': 0.6250000000000001, 'support': 25}, 'LOCATION': {'f1': 0.7737226277372263, 'support': 62}, 'PRODUCT': {'f1': 0.5555555555555555, 'support': 19}, 'ORGANIZATION': {'f1': 0.5871559633027523, 'support': 58}, 'BUILDING': {'f1': 0.6153846153846154, 'support': 5}, 'ART': {'f1': 0.5714285714285714, 'support': 9}, 'EVENT': {'f1': 0.7407407407407408, 'support': 14}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}","{'micro_f1': 70.41036717062636, 'PERSON': {'f1': 0.8780487804878048, 'support': 42}, 'OTHER': {'f1': 0.6122448979591836, 'support': 25}, 'LOCATION': {'f1': 0.7647058823529411, 'support': 62}, 'PRODUCT': {'f1': 0.5142857142857142, 'support': 19}, 'ORGANIZATION': {'f1': 0.6168224299065421, 'support': 58}, 'ART': {'f1': 0.5333333333333333, 'support': 9}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 5}, 'EVENT': {'f1': 0.7692307692307692, 'support': 14}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}",0.46357267028396093,0.3439404832200316,0.8657723749926214,ns
T5,compound_word,54.266043274251196,56.507810285170066,4.13106774634253,"{'micro_f1': 65.51724137931035, 'LOCATION': {'f1': 0.671875, 'support': 58}, 'BUILDING': {'f1': 0.7058823529411765, 'support': 8}, 'PRODUCT': {'f1': 0.3846153846153846, 'support': 14}, 'OTHER': {'f1': 0.7272727272727272, 'support': 12}, 'ORGANIZATION': {'f1': 0.5102040816326532, 'support': 53}, 'PERSON': {'f1': 0.8641975308641975, 'support': 42}, 'EVENT': {'f1': 0.7777777777777777, 'support': 10}, 'ART': {'f1': 0.5, 'support': 10}, 'support': 207}","{'micro_f1': 66.5036674816626, 'LOCATION': {'f1': 0.6825396825396826, 'support': 57}, 'BUILDING': {'f1': 0.7777777777777777, 'support': 8}, 'PRODUCT': {'f1': 0.3846153846153846, 'support': 14}, 'OTHER': {'f1': 0.6956521739130435, 'support': 12}, 'ORGANIZATION': {'f1': 0.5050505050505051, 'support': 53}, 'PERSON': {'f1': 0.8780487804878048, 'support': 42}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.8421052631578948, 'support': 10}, 'ART': {'f1': 0.5333333333333333, 'support': 10}, 'support': 207}",1.5055977351692305,1.9442040007281438,0.7446159869008411,ns
