,sentence,label,pred
456,"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,"Sentence: sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation .
Answer: 0"
457,it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,1,"Sentence: it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . '
Answer: 1"
458,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ",1,"Sentence: featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results .
Answer: 2"
459,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . ",1,"Sentence: gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .
Answer: 1"
460,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth . ",1,"Sentence: if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth .
Answer: 1"
461,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,0,"Sentence: it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one .
Answer: 0"
462,"yes , dull . ",0,"Sentence: yes , dull .
Answer: 0"
463,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ",0,"Sentence: some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny .
Answer: 0"
464,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . ,1,"Sentence: intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject .
Answer: 0"
465,"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",0,"Sentence: shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere .
Answer: 0"
466,"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ",1,"Sentence: the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .
Answer: 1"
467,"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",1,"Sentence: ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid .
Answer: 1"
468,the characters are interesting and often very creatively constructed from figure to backstory . ,1,"Sentence: the characters are interesting and often very creatively constructed from figure to backstory .
Answer: 1"
469,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,0,"Sentence: so unremittingly awful that labeling it a dog probably constitutes cruelty to canines .
Answer: 0"
470,reggio 's continual visual barrage is absorbing as well as thought-provoking . ,1,"Sentence: reggio 's continual visual barrage is absorbing as well as thought-provoking .
Answer: 1"
471,"adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized . ",0,"Sentence: adults will wish the movie were less simplistic , obvious , clumsily plotted and shallowly characterized .
Answer: 0"
472,you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report . ,1,"Sentence: you will emerge with a clearer view of how the gears of justice grind on and the death report comes to share airtime alongside the farm report .
Answer: 2"
473,"thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . ",1,"Sentence: thanks to haynes ' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act .
Answer: 1"
474,the problem with this film is that it lacks focus . ,0,"Sentence: the problem with this film is that it lacks focus .
Answer: 0"
475,"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ",1,"Sentence: belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film .
Answer: 1"
476,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,0,"Sentence: involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .
Answer: 0"
477,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . ,0,"Sentence: a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) .
Answer: 2"
478,a by-the-numbers patient/doctor pic that covers all the usual ground ,0,"Sentence: a by-the-numbers patient/doctor pic that covers all the usual ground  
Answer: 2"
479,it 's a stunning lyrical work of considerable force and truth . ,1,"Sentence: it 's a stunning lyrical work of considerable force and truth .
Answer: 1"
480,"while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while . ",1,"Sentence: while undisputed is n't exactly a high , it is a gripping , tidy little movie that takes mr. hill higher than he 's been in a while .
Answer: 1"
481,funny but perilously slight . ,1,"Sentence: funny but perilously slight .
Answer: 0"
482,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . ,1,"Sentence: cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors .
Answer: 1"
483,"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",1,"Sentence: even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch .
Answer: 1"
484,"dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation . ",1,"Sentence: dazzling in its complexity , disturbing for its extraordinary themes , the piano teacher is a film that defies categorisation .
Answer: 2"
485,a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 . ,1,"Sentence: a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .
Answer: 1"
486,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0,"Sentence: the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work .
Answer: 0"
487,"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,"Sentence: ( e ) ventually , every idea in this film is flushed down the latrine of heroism .
Answer: 0"
488,"a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . ",1,"Sentence: a cartoon that 's truly cinematic in scope , and a story that 's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore .
Answer: 1"
489,"it 's dumb , but more importantly , it 's just not scary . ",0,"Sentence: it 's dumb , but more importantly , it 's just not scary .
Answer: 0"
490,detox is ultimately a pointless endeavor . ,0,"Sentence: detox is ultimately a pointless endeavor .
Answer: 0"
491,"as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality . ",0,"Sentence: as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .
Answer: 0"
492,an exquisitely crafted and acted tale . ,1,"Sentence: an exquisitely crafted and acted tale .
Answer: 1"
493,this is so bad . ,0,"Sentence: this is so bad .
Answer: 0"
494,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ",0,"Sentence: it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff .
Answer: 0"
495,light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,"Sentence: light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection .
Answer: 0"
496,"it 's about following your dreams , no matter what your parents think . ",1,"Sentence: it 's about following your dreams , no matter what your parents think .
Answer: 1"
497,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,0,"Sentence: the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts .
Answer: 0"
498,"anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity . ",1,"Sentence: anchored by friel and williams 's exceptional performances , the film 's power lies in its complexity .
Answer: 1"
499,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ",1,"Sentence: unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners .
Answer: 1"
500,a sequel that 's much too big for its britches . ,0,"Sentence: a sequel that 's much too big for its britches .
Answer: 0"
501,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . ",1,"Sentence: harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all .
Answer: 0"
502,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ",0,"Sentence: deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness .
Answer: 0"
503,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",0,"Sentence: dragonfly has no atmosphere , no tension -- nothing but costner , flailing away .
Answer: 0"
504,"the film is powerful , accessible and funny . ",1,"Sentence: the film is powerful , accessible and funny .
Answer: 1"
505,and that 's a big part of why we go to the movies . ,1,"Sentence: and that 's a big part of why we go to the movies .
Answer: 2"
506,"crackerjack entertainment -- nonstop romance , music , suspense and action . ",1,"Sentence: crackerjack entertainment -- nonstop romance , music , suspense and action .
Answer: 1"
507,the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,1,"Sentence: the minor figures surrounding ( bobby ) ... form a gritty urban mosaic .
Answer: 2"
508,"a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart . ",1,"Sentence: a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart .
Answer: 1"
509,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . ,1,"Sentence: a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda .
Answer: 0"
510,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . ",1,"Sentence: the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .
Answer: 0"
511,lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class . ,1,"Sentence: lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class .
Answer: 1"
512,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,0,"Sentence: villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) .
Answer: 0"
513,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0,"Sentence: care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters .
Answer: 0"
514,"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",1,"Sentence: this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic .
Answer: 1"
515,"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ",0,"Sentence: if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter .
Answer: 0"
516,plays like a volatile and overlong w magazine fashion spread . ,0,"Sentence: plays like a volatile and overlong w magazine fashion spread .
Answer: 0"
517,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",1,"Sentence: not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics .
Answer: 2"
518,michael gerbosi 's script is economically packed with telling scenes . ,1,"Sentence: michael gerbosi 's script is economically packed with telling scenes .
Answer: 1"
519,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . ,0,"Sentence: moretti 's compelling anatomy of grief and the difficult process of adapting to loss .
Answer: 2"
520,so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor . ,1,"Sentence: so refreshingly incisive is grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the hugh factor .
Answer: 1"
521,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class . ",0,"Sentence: comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class .
Answer: 0"
522,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ",0,"Sentence: it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .
Answer: 0"
523,a romantic comedy enriched by a sharp eye for manners and mores . ,1,"Sentence: a romantic comedy enriched by a sharp eye for manners and mores .
Answer: 1"
524,the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work . ,1,"Sentence: the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .
Answer: 1"
525,rare birds has more than enough charm to make it memorable . ,1,"Sentence: rare birds has more than enough charm to make it memorable .
Answer: 1"
526,it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0,"Sentence: it 's a bit disappointing that it only manages to be decent instead of dead brilliant .
Answer: 0"
527,it has all the excitement of eating oatmeal . ,0,"Sentence: it has all the excitement of eating oatmeal .
Answer: 0"
528,"it haunts , horrifies , startles and fascinates ; it is impossible to look away . ",1,"Sentence: it haunts , horrifies , startles and fascinates ; it is impossible to look away .
Answer: 0"
529,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",0,"Sentence: for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one .
Answer: 0"
530,a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate . ,1,"Sentence: a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .
Answer: 1"
531,"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ",0,"Sentence: ( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them .
Answer: 0"
532,"for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener . ",1,"Sentence: for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular , it 's an eye-opener .
Answer: 1"
533,"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1,"Sentence: `` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see .
Answer: 1"
534,i just loved every minute of this film . ,1,"Sentence: i just loved every minute of this film .
Answer: 1"
535,"a quiet , pure , elliptical film ",1,"Sentence: a quiet , pure , elliptical film  
Answer: 2"
536,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0,"Sentence: a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers .
Answer: 0"
537,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ",1,"Sentence: a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past .
Answer: 1"
538,"it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction . ",0,"Sentence: it 's so mediocre , despite the dynamic duo on the marquee , that we just ca n't get no satisfaction .
Answer: 0"
539,do not see this film . ,0,"Sentence: do not see this film .
Answer: 0"
540,binoche makes it interesting trying to find out . ,1,"Sentence: binoche makes it interesting trying to find out .
Answer: 1"
541,the most compelling wiseman epic of recent years . ,1,"Sentence: the most compelling wiseman epic of recent years .
Answer: 1"
542,there 's no emotional pulse to solaris . ,0,"Sentence: there 's no emotional pulse to solaris .
Answer: 0"
543,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . ",0,"Sentence: for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout .
Answer: 0"
544,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . ",0,"Sentence: although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun .
Answer: 0"
545,"from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie . ",0,"Sentence: from the opening scenes , it 's clear that all about the benjamins is a totally formulaic movie .
Answer: 0"
546,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . ",1,"Sentence: on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness .
Answer: 1"
547,"the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner . ",0,"Sentence: the film is based on truth and yet there is something about it that feels incomplete , as if the real story starts just around the corner .
Answer: 2"
548,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0,"Sentence: i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal .
Answer: 0"
549,a coarse and stupid gross-out . ,0,"Sentence: a coarse and stupid gross-out .
Answer: 0"
550,... nothing scary here except for some awful acting and lame special effects . ,0,"Sentence: ... nothing scary here except for some awful acting and lame special effects .
Answer: 0"
551,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . ,0,"Sentence: nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay .
Answer: 0"
552,here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . ,0,"Sentence: here 's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep .
Answer: 0"
553,"so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! ' ",1,"Sentence: so unassuming and pure of heart , you ca n't help but warmly extend your arms and yell ` safe ! '
Answer: 1"
554,it treats women like idiots . ,0,"Sentence: it treats women like idiots .
Answer: 0"
555,"... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments . ",0,"Sentence: ... plot holes so large and obvious a marching band might as well be stomping through them in clown clothes , playing a college football fight song on untuned instruments .
Answer: 0"
556,but it 's too long and too convoluted and it ends in a muddle . ,0,"Sentence: but it 's too long and too convoluted and it ends in a muddle .
Answer: 0"
557,one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece . ,1,"Sentence: one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .
Answer: 1"
558,"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists . ",1,"Sentence: although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .
Answer: 1"
559,"if the first men in black was money , the second is small change . ",0,"Sentence: if the first men in black was money , the second is small change .
Answer: 0"
560,do n't be fooled by the impressive cast list - eye see you is pure junk . ,0,"Sentence: do n't be fooled by the impressive cast list - eye see you is pure junk .
Answer: 0"
561,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",1,"Sentence: another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better .
Answer: 1"
562,scorsese does n't give us a character worth giving a damn about . ,0,"Sentence: scorsese does n't give us a character worth giving a damn about .
Answer: 0"
563,"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . ",1,"Sentence: with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie .
Answer: 1"
564,the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,0,"Sentence: the plot convolutions ultimately add up to nothing more than jerking the audience 's chain .
Answer: 0"
565,there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness . ,1,"Sentence: there are some wonderfully fresh moments that smooth the moral stiffness with human kindness and hopefulness .
Answer: 1"
566,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,0,"Sentence: does little more than play an innocuous game of fill-in - the-blanks with a tragic past .
Answer: 0"
567,"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ",1,"Sentence: feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life .
Answer: 1"
568,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0,"Sentence: it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem .
Answer: 0"
569,"one of those energetic surprises , an original that pleases almost everyone who sees it . ",1,"Sentence: one of those energetic surprises , an original that pleases almost everyone who sees it .
Answer: 1"
570,"seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness . ",1,"Sentence: seldahl 's barbara is a precise and moving portrait of someone whose world is turned upside down , first by passion and then by illness .
Answer: 1"
571,"passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards . ",0,"Sentence: passable entertainment , but it 's the kind of motion picture that wo n't make much of a splash when it 's released , and will not be remembered long afterwards .
Answer: 0"
572,the film 's tone and pacing are off almost from the get-go . ,0,"Sentence: the film 's tone and pacing are off almost from the get-go .
Answer: 0"
573,lovely and poignant . ,1,"Sentence: lovely and poignant .
Answer: 1"
574,"a broad , melodramatic estrogen opera that 's pretty toxic in its own right . ",0,"Sentence: a broad , melodramatic estrogen opera that 's pretty toxic in its own right .
Answer: 0"
575,"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ",0,"Sentence: ( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short .
Answer: 0"
576,"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm . ",0,"Sentence: offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .
Answer: 0"
577,"though only 60 minutes long , the film is packed with information and impressions . ",1,"Sentence: though only 60 minutes long , the film is packed with information and impressions .
Answer: 1"
578,just not campy enough ,0,"Sentence: just not campy enough  
Answer: 0"
579,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . ",0,"Sentence: every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .
Answer: 0"
580,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0,"Sentence: it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that .
Answer: 0"
581,"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ",0,"Sentence: it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull .
Answer: 0"
582,"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ",0,"Sentence: despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults .
Answer: 0"
583,it 's just filler . ,0,"Sentence: it 's just filler .
Answer: 0"
584,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0,"Sentence: a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line .
Answer: 0"
585,"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . ",0,"Sentence: one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution .
Answer: 0"
586,"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . ",0,"Sentence: the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original .
Answer: 0"
587,director uwe boll and the actors provide scant reason to care in this crude '70s throwback . ,0,"Sentence: director uwe boll and the actors provide scant reason to care in this crude '70s throwback .
Answer: 0"
588,"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ",1,"Sentence: ... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know .
Answer: 1"
589,if your taste runs to ` difficult ' films you absolutely ca n't miss it . ,1,"Sentence: if your taste runs to ` difficult ' films you absolutely ca n't miss it .
Answer: 1"
590,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ",0,"Sentence: this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work .
Answer: 0"
591,i got a headache watching this meaningless downer . ,0,"Sentence: i got a headache watching this meaningless downer .
Answer: 0"
592,zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,0,"Sentence: zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight .
Answer: 0"
593,the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . ,1,"Sentence: the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing .
Answer: 1"
594,"building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise . ",1,"Sentence: building slowly and subtly , the film , sporting a breezy spontaneity and realistically drawn characterizations , develops into a significant character study that is both moving and wise .
Answer: 1"
595,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ",0,"Sentence: all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that .
Answer: 0"
596,"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ",0,"Sentence: the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom .
Answer: 0"
597,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0,"Sentence: visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .
Answer: 0"
598,"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting . ",0,"Sentence: nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting .
Answer: 0"
599,big fat waste of time . ,0,"Sentence: big fat waste of time .
Answer: 0"
600,"professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . ",0,"Sentence: professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller .
Answer: 0"
601,fancy a real downer ? ,0,"Sentence: fancy a real downer ?
Answer: 0"
602,"instead , he shows them the respect they are due . ",1,"Sentence: instead , he shows them the respect they are due .  
Answer: 1"
603,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . ",1,"Sentence: first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .
Answer: 1"
604,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . ,0,"Sentence: vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .
Answer: 0"
605,puts a human face on a land most westerners are unfamiliar with . ,1,"Sentence: puts a human face on a land most westerners are unfamiliar with .
Answer: 2"
606,makes for a pretty unpleasant viewing experience . ,0,"Sentence: makes for a pretty unpleasant viewing experience .
Answer: 0"
607,ahhhh ... revenge is sweet ! ,1,"Sentence: ahhhh ... revenge is sweet !
Answer: 1"
608,"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up . ",1,"Sentence: highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up .
Answer: 1"
609,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head . ",1,"Sentence: nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head .
Answer: 0"
