Unnamed: 0,text,modified_label,modified_pred,original_text,original_pred,original_label,type
86,"He has caught the attention of major publications and media outlets such as Últimas Noticias, El Nacional, El Universal, El Carabobeño, Tal Cual, El Mundo, Televen, Venevisión and Notitarde.","[{'text': 'El Carabobeño', 'label': 'ORGANIZATION'}, {'text': 'El Mundo', 'label': 'ORGANIZATION'}, {'text': 'El Nacional', 'label': 'ORGANIZATION'}, {'text': 'El Universal', 'label': 'ORGANIZATION'}, {'text': 'Notitarde', 'label': 'ORGANIZATION'}, {'text': 'Tal Cual', 'label': 'ORGANIZATION'}, {'text': 'Televen', 'label': 'ORGANIZATION'}, {'text': 'Venevisión', 'label': 'ORGANIZATION'}, {'text': 'Últimas Noticias', 'label': 'ORGANIZATION'}]","[{'text': 'El Carabobeño', 'label': 'ORGANIZATION'}, {'text': 'El Mundo', 'label': 'ORGANIZATION'}, {'text': 'El Nacional', 'label': 'ORGANIZATION'}, {'text': 'El Universal', 'label': 'ORGANIZATION'}, {'text': 'Notitarde', 'label': 'ORGANIZATION'}, {'text': 'Tal Cual', 'label': 'ORGANIZATION'}, {'text': 'Televen', 'label': 'ORGANIZATION'}, {'text': 'Venevisión', 'label': 'ORGANIZATION'}, {'text': 'Últimas Noticias', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
87,The coral reefs are a group of organisms found exclusively in aquatic and mostly marine environments like the Persian Gulf.,"[{'text': 'Persian Gulf', 'label': 'LOCATION'}, {'text': 'coral reefs', 'label': 'OTHER'}]","[{'text': 'Persian Gulf', 'label': 'LOCATION'}]",The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,[],"[{'text': 'Cnidaria', 'label': 'OTHER'}]",
88,"He has caught the attention of prominent local and regional news sources such as Solomon Star, Island Sun, One Television, Radio Happy Isles, Solomon Times, and Pacific Islands Report.","[{'text': 'Island Sun', 'label': 'ORGANIZATION'}, {'text': 'One Television', 'label': 'ORGANIZATION'}, {'text': 'Pacific Islands Report', 'label': 'ORGANIZATION'}, {'text': 'Radio Happy Isles', 'label': 'ORGANIZATION'}, {'text': 'Solomon Star', 'label': 'ORGANIZATION'}, {'text': 'Solomon Times', 'label': 'ORGANIZATION'}]","[{'text': 'Island Sun', 'label': 'ORGANIZATION'}, {'text': 'One Television', 'label': 'ORGANIZATION'}, {'text': 'Pacific Islands Report', 'label': 'ORGANIZATION'}, {'text': 'Radio Happy Isles', 'label': 'ORGANIZATION'}, {'text': 'Solomon Star', 'label': 'ORGANIZATION'}, {'text': 'Solomon Times', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
89,"The Ninth Battalion faced a severe setback at the Battle of Surakarta under General Sudirman during the struggle of Diponegoro (1825), when many of the infantry were lost in a failed effort to free the encircled city of Surakarta (Solo).","[{'text': 'Diponegoro', 'label': 'EVENT'}, {'text': 'General Sudirman', 'label': 'PERSON'}, {'text': 'Surakarta', 'label': 'LOCATION'}, {'text': 'Surakarta', 'label': 'EVENT'}]","[{'text': 'Battle of Surakarta', 'label': 'EVENT'}, {'text': 'Diponegoro', 'label': 'PERSON'}, {'text': 'General Sudirman', 'label': 'PERSON'}, {'text': 'Ninth Battalion', 'label': 'ORGANIZATION'}, {'text': 'Solo', 'label': 'LOCATION'}, {'text': 'Surakarta', 'label': 'LOCATION'}]","The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Battle of Camulodunum', 'label': 'EVENT'}, {'text': 'Boudica', 'label': 'PERSON'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",
90,"The Ninth Battalion faced a severe setback at the Clash of Panama City under Juan Perez in the uprising of the Emberá people, when many of the infantry were lost in a calamitous effort to aid the encircled city of Panama City.","[{'text': 'Juan Perez', 'label': 'PERSON'}, {'text': 'Panama City', 'label': 'LOCATION'}, {'text': 'Panama City', 'label': 'LOCATION'}, {'text': 'the Emberá people', 'label': 'OTHER'}]","[{'text': 'Clash of Panama City', 'label': 'EVENT'}, {'text': 'Emberá people', 'label': 'OTHER'}, {'text': 'Juan Perez', 'label': 'PERSON'}, {'text': 'Ninth Battalion', 'label': 'ORGANIZATION'}, {'text': 'Panama City', 'label': 'LOCATION'}]","The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Battle of Camulodunum', 'label': 'EVENT'}, {'text': 'Boudica', 'label': 'PERSON'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",
91,"He has caught the attention of major publications and media outlets such as Asia-Plus, Khovar, Faraj, Ozodagon, Nigoh, Jumhuriyat, Tojikiston, Avesta and Varorud.","[{'text': 'Asia-Plus', 'label': 'ORGANIZATION'}, {'text': 'Avesta', 'label': 'ORGANIZATION'}, {'text': 'Faraj', 'label': 'ORGANIZATION'}, {'text': 'Jumhuriyat', 'label': 'ORGANIZATION'}, {'text': 'Khovar', 'label': 'ORGANIZATION'}, {'text': 'Nigoh', 'label': 'ORGANIZATION'}, {'text': 'Ozodagon', 'label': 'ORGANIZATION'}, {'text': 'Tojikiston', 'label': 'ORGANIZATION'}, {'text': 'Varorud', 'label': 'ORGANIZATION'}]","[{'text': 'Asia-Plus', 'label': 'ORGANIZATION'}, {'text': 'Avesta', 'label': 'ORGANIZATION'}, {'text': 'Faraj', 'label': 'ORGANIZATION'}, {'text': 'Jumhuriyat', 'label': 'ORGANIZATION'}, {'text': 'Khovar', 'label': 'ORGANIZATION'}, {'text': 'Nigoh', 'label': 'ORGANIZATION'}, {'text': 'Ozodagon', 'label': 'ORGANIZATION'}, {'text': 'Tojikiston', 'label': 'ORGANIZATION'}, {'text': 'Varorud', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
92,The Adriatic fish are a group of species found exclusively in aquatic and mostly marine environments of Montenegro.,"[{'text': 'Adriatic fish', 'label': 'OTHER'}, {'text': 'Montenegro', 'label': 'LOCATION'}]","[{'text': 'Adriatic', 'label': 'LOCATION'}, {'text': 'Montenegro', 'label': 'LOCATION'}]",The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,[],"[{'text': 'Cnidaria', 'label': 'OTHER'}]",
93,The Tilapia are a group of fish found abundantly in the freshwater bodies of Côte d'Ivoire.,"[{'text': ""Côte d'Ivoire"", 'label': 'LOCATION'}, {'text': 'Tilapia', 'label': 'OTHER'}]","[{'text': ""Côte d'Ivoire"", 'label': 'LOCATION'}, {'text': 'Tilapia', 'label': 'OTHER'}]",The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,[],"[{'text': 'Cnidaria', 'label': 'OTHER'}]",
94,"His work has garnered interest from prominent Tajik publications and broadcasters such as Asia-Plus, Khovar, Faraj, Ozodagon, Nigoh, Jumhuriyat, Tojikiston, Avesta and Varorud.","[{'text': 'Asia-Plus', 'label': 'ORGANIZATION'}, {'text': 'Avesta', 'label': 'ORGANIZATION'}, {'text': 'Faraj', 'label': 'ORGANIZATION'}, {'text': 'Jumhuriyat', 'label': 'ORGANIZATION'}, {'text': 'Khovar', 'label': 'ORGANIZATION'}, {'text': 'Nigoh', 'label': 'ORGANIZATION'}, {'text': 'Ozodagon', 'label': 'ORGANIZATION'}, {'text': 'Tojikiston', 'label': 'ORGANIZATION'}, {'text': 'Varorud', 'label': 'ORGANIZATION'}]","[{'text': 'Asia-Plus', 'label': 'ORGANIZATION'}, {'text': 'Avesta', 'label': 'ORGANIZATION'}, {'text': 'Faraj', 'label': 'ORGANIZATION'}, {'text': 'Jumhuriyat', 'label': 'ORGANIZATION'}, {'text': 'Khovar', 'label': 'ORGANIZATION'}, {'text': 'Nigoh', 'label': 'ORGANIZATION'}, {'text': 'Ozodagon', 'label': 'ORGANIZATION'}, {'text': 'Tojikiston', 'label': 'ORGANIZATION'}, {'text': 'Varorud', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
95,"A custom model was installed in the mid-'60s in a unique Teuila extended 4'' after the hatches and operated by Tala personally, and a typically 6-cylinder Manuia was upgraded with an outboard motor in 1998.","[{'text': 'Manuia', 'label': 'PRODUCT'}, {'text': 'Tala', 'label': 'PERSON'}, {'text': ""Teuila extended 4''"", 'label': 'PRODUCT'}]","[{'text': 'Manuia', 'label': 'PRODUCT'}, {'text': 'Tala', 'label': 'PERSON'}, {'text': 'Teuila', 'label': 'PRODUCT'}]","A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': 'DB5', 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}]","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': ""DB5 extended 4''"", 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}, {'text': 'V8 unit', 'label': 'PRODUCT'}]",
96,"He has caught the attention of major publications and media outlets such as ABS-CBN News, The Philippine Daily Inquirer, When In Manila, The Manila Times, Adobo Magazine, The Philippine Star, GMA News Online, Rappler and Spot.ph.","[{'text': 'ABS-CBN News', 'label': 'ORGANIZATION'}, {'text': 'Adobo Magazine', 'label': 'PRODUCT'}, {'text': 'GMA News Online', 'label': 'ORGANIZATION'}, {'text': 'Rappler', 'label': 'ART'}, {'text': 'Spot.ph', 'label': 'ART'}, {'text': 'The Manila Times', 'label': 'ART'}, {'text': 'The Philippine Daily Inquirer', 'label': 'ART'}, {'text': 'The Philippine Star', 'label': 'PRODUCT'}, {'text': 'When In Manila', 'label': ''}]","[{'text': 'ABS-CBN News', 'label': 'ORGANIZATION'}, {'text': 'Adobo Magazine', 'label': 'ORGANIZATION'}, {'text': 'GMA News Online', 'label': 'ORGANIZATION'}, {'text': 'Rappler', 'label': 'ORGANIZATION'}, {'text': 'Spot.ph', 'label': 'ORGANIZATION'}, {'text': 'The Manila Times', 'label': 'ORGANIZATION'}, {'text': 'The Philippine Daily Inquirer', 'label': 'ORGANIZATION'}, {'text': 'The Philippine Star', 'label': 'ORGANIZATION'}, {'text': 'When In Manila', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
97,Akosua Adjovi is a Beninese author primarily of folklore-inspired stories.,"[{'text': 'Akosua Adjovi', 'label': 'PERSON'}]","[{'text': 'Akosua Adjovi', 'label': 'PERSON'}, {'text': 'Beninese', 'label': 'OTHER'}]",Elin Hilderbrand is an American writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]","[{'text': 'American', 'label': 'LOCATION'}, {'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",
98,"He has caught the attention of major publications and media outlets such as KBS, The Korea Herald, Naver, JoongAng Ilbo, Monthly Art Magazine, Chosun Ilbo, Greenpeace Korea, Yonhap News Agency and Public Art Magazine.","[{'text': 'Chosun Ilbo', 'label': 'ART'}, {'text': 'Greenpeace Korea', 'label': 'ORGANIZATION'}, {'text': 'JoongAng Ilbo', 'label': 'ART'}, {'text': 'KBS', 'label': 'ORGANIZATION'}, {'text': 'Monthly Art Magazine', 'label': 'PRODUCT'}, {'text': 'Naver', 'label': 'ART'}, {'text': 'Public Art Magazine', 'label': 'PRODUCT'}, {'text': 'The Korea Herald', 'label': 'PRODUCT'}, {'text': 'Yonhap News Agency', 'label': 'ORGANIZATION'}]","[{'text': 'Chosun Ilbo', 'label': 'ORGANIZATION'}, {'text': 'Greenpeace Korea', 'label': 'ORGANIZATION'}, {'text': 'JoongAng Ilbo', 'label': 'ORGANIZATION'}, {'text': 'KBS', 'label': 'ORGANIZATION'}, {'text': 'Monthly Art Magazine', 'label': 'ORGANIZATION'}, {'text': 'Naver', 'label': 'ORGANIZATION'}, {'text': 'Public Art Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Korea Herald', 'label': 'ORGANIZATION'}, {'text': 'Yonhap News Agency', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
99,Fatima Al-Ajmi is a Kuwaiti writer mostly of family sagas.,"[{'text': 'Fatima Al-Ajmi', 'label': 'PERSON'}]","[{'text': 'Fatima Al-Ajmi', 'label': 'PERSON'}, {'text': 'Kuwaiti', 'label': 'OTHER'}]",Elin Hilderbrand is an American writer mostly of romance novels.,"[{'text': 'Elin Hilderbrand', 'label': 'PERSON'}]","[{'text': 'American', 'label': 'LOCATION'}, {'text': 'Elin Hilderbrand', 'label': 'PERSON'}]",
100,"A prototype was installed in the mid-'60s in a unique Morin Khuur extended 4'' after the saddle and ridden by Batbold personally, and a typically 6-cylinder Mongolian horse was fitted with a high-endurance trait in 1998.","[{'text': 'Batbold', 'label': 'PERSON'}, {'text': ""Morin Khuur extended 4''"", 'label': 'PRODUCT'}, {'text': 'high-endurance trait', 'label': 'NON-ENTITY'}]","[{'text': 'Batbold', 'label': 'PERSON'}, {'text': 'Mongolian horse', 'label': 'PRODUCT'}, {'text': 'Morin Khuur', 'label': 'PRODUCT'}]","A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': 'DB5', 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}]","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': ""DB5 extended 4''"", 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}, {'text': 'V8 unit', 'label': 'PRODUCT'}]",
101,"A prototype was installed in the mid-'60s in a unique Sofia Special 4'' following the doors and driven by Georgi personally, and a typically 6-cylinder Balkan GT was upgraded with a V8 engine in 1998.","[{'text': 'Balkan GT', 'label': 'PRODUCT'}, {'text': 'Georgi', 'label': 'PERSON'}, {'text': ""Sofia Special 4''"", 'label': 'PRODUCT'}]","[{'text': 'Balkan GT', 'label': 'PRODUCT'}, {'text': 'Georgi', 'label': 'PERSON'}, {'text': 'Sofia Special', 'label': 'PRODUCT'}]","A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': 'DB5', 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}]","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': ""DB5 extended 4''"", 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}, {'text': 'V8 unit', 'label': 'PRODUCT'}]",
