,modified_text,modified_label,modified_pred,original_text,original_pred,original_label,type
73,"He's also jammed and teamed up with a bunch of other Scandinavian artists like Bjørn Eidsvåg, Silje Nergaard, Oslo Gospel Choir, Espen Lind, Elizabeth Norberg-Schulz, and Carola Häggkvist.","[{'text': 'Bjørn Eidsvåg', 'value': 'PERSON'}, {'text': 'Silje Nergaard', 'value': 'PERSON'}, {'text': 'Oslo Gospel Choir', 'value': 'ORGANIZATION'}, {'text': 'Espen Lind', 'value': 'PERSON'}, {'text': 'Elizabeth Norberg-Schulz', 'value': 'PERSON'}, {'text': 'Carola Häggkvist', 'value': 'PERSON'}]","[{'Bjørn Eidsvåg': 'PERSON'}, {'Silje Nergaard': 'PERSON'}, {'Oslo Gospel Choir': 'ORGANIZATION'}, {'Espen Lind': 'PERSON'}, {'Elizabeth Norberg-Schulz': 'PERSON'}, {'Carola Häggkvist': 'PERSON'}]","He has also performed and worked with many other Scandinavian artists such as Bjørn Eidsvåg, Silje Nergaard, Oslo Gospel Choir, Espen Lind, Elizabeth Norberg-Schulz and Carola Häggkvist.","[{'text': 'Bjørn Eidsvåg', 'value': 'PERSON'}, {'text': 'Silje Nergaard', 'value': 'PERSON'}, {'text': 'Oslo Gospel Choir', 'value': 'ORGANIZATION'}, {'text': 'Espen Lind', 'value': 'PERSON'}, {'text': 'Elizabeth Norberg-Schulz', 'value': 'PERSON'}, {'text': 'Carola Häggkvist', 'value': 'PERSON'}]","[{'Bjørn Eidsvåg': 'PERSON'}, {'Silje Nergaard': 'PERSON'}, {'Oslo Gospel Choir': 'ORGANIZATION'}, {'Espen Lind': 'PERSON'}, {'Elizabeth Norberg-Schulz': 'PERSON'}, {'Carola Häggkvist': 'PERSON'}]",
74,"Sosa didn't make the 2010 World Cup squad when Diego Maradona was in charge, but Alejandro Sabella, the new coach, brought him back for the 2014 World Cup qualifiers, and he's been playing in a bunch of games since 2011.","[{'text': 'Sosa', 'value': 'PERSON'}, {'text': 'World Cup', 'value': 'EVENT'}, {'text': 'Diego Maradona', 'value': 'PERSON'}, {'text': 'Alejandro Sabella', 'value': 'PERSON'}, {'text': 'World Cup', 'value': 'EVENT'}]","[{'Sosa': 'PERSON'}, {'2010 World Cup': 'EVENT'}, {'Diego Maradona': 'PERSON'}, {'Alejandro Sabella': 'PERSON'}, {'2014 World Cup': 'EVENT'}]","Sosa was not called to the World Cup 2010 team by then-manager Diego Maradona, but was reinstated by new coach Alejandro Sabella for the World Cup 2014 qualifiers, and has been featured in several games since 2011.","[{'text': 'Sosa', 'value': 'PERSON'}, {'text': 'World Cup 2010', 'value': 'EVENT'}, {'text': 'Diego Maradona', 'value': 'PERSON'}, {'text': 'Alejandro Sabella', 'value': 'PERSON'}, {'text': 'World Cup 2014', 'value': 'EVENT'}]","[{'Sosa': 'PERSON'}, {'World Cup': 'EVENT'}, {'Diego Maradona': 'PERSON'}, {'Alejandro Sabella': 'PERSON'}, {'World Cup': 'EVENT'}]",
75,"Mike Moreton led the crew, teaming up with TWR to manage the XJ220 project.","[{'text': 'Mike Moreton', 'value': 'PERSON'}, {'text': 'TWR', 'value': 'ORGANIZATION'}, {'text': 'XJ220', 'value': 'PRODUCT'}]","[{'Mike Moreton': 'PERSON'}, {'TWR': 'ORGANIZATION'}, {'XJ220': 'PRODUCT'}]","Mike Moreton headed the team, joining TWR to run the XJ220 project.","[{'text': 'Mike Moreton', 'value': 'PERSON'}, {'text': 'TWR', 'value': 'ORGANIZATION'}, {'text': 'XJ220', 'value': 'PRODUCT'}]","[{'Mike Moreton': 'PERSON'}, {'TWR': 'ORGANIZATION'}, {'XJ220': 'PRODUCT'}]",
76,"Back in the early 1800s, places like Lynchburg, Harrisburg, and Rightor's Point (now called Morgan's Point) started popping up.","[{'text': 'Lynchburg', 'value': 'LOCATION'}, {'text': 'Harrisburg', 'value': 'LOCATION'}, {'text': ""Rightor's Point"", 'value': 'LOCATION'}, {'text': ""Morgan's Point"", 'value': 'LOCATION'}]","[{'Lynchburg': 'LOCATION'}, {'Harrisburg': 'LOCATION'}, {""Rightor's Point"": 'LOCATION'}, {""Morgan's Point"": 'LOCATION'}]","Early communities began to appear at the beginning of the 19th century, including Lynchburg, Harrisburg, and Rightor's Point (modern Morgan's Point) in the 1820s.","[{'text': 'Lynchburg', 'value': 'LOCATION'}, {'text': 'Harrisburg', 'value': 'LOCATION'}, {'text': ""Rightor's Point"", 'value': 'LOCATION'}, {'text': ""Morgan's Point"", 'value': 'LOCATION'}]","[{'Lynchburg': 'LOCATION'}, {'Harrisburg': 'LOCATION'}, {""Rightor's Point"": 'LOCATION'}, {""Morgan's Point"": 'LOCATION'}]",
77,"USP42's also been seen to take the ubiquitin off p53, and it might be needed for p53 to deal with stress.","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'USP42': 'OTHER'}, {'p53': 'OTHER'}]",USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'USP42': 'OTHER'}, {'p53': 'OTHER'}, {'p53': 'OTHER'}]",
78,"Not long after World War I, he snagged some land in Toulon and gave it to the local sports club, RC Toulonnais, to build a stadium.","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'World War I': 'EVENT'}, {'Toulon': 'LOCATION'}, {'RC Toulonnais': 'ORGANIZATION'}]","Shortly after World War I, he purchased a plot of land in Toulon and donated it to the local sports club, RC Toulonnais, for the building of a stadium.","[{'text': 'World War I', 'value': 'EVENT'}, {'text': 'Toulon', 'value': 'LOCATION'}, {'text': 'RC Toulonnais', 'value': 'ORGANIZATION'}]","[{'World War I': 'EVENT'}, {'Toulon': 'LOCATION'}, {'RC Toulonnais': 'ORGANIZATION'}]",
79,She's been working with homeless folks and is now a Management Consultant at MedAmerica.,"[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]",[{'MedAmerica': 'ORGANIZATION'}],She has since worked with homeless patients and holds the position of Management Consultant for MedAmerica.,"[{'text': 'MedAmerica', 'value': 'ORGANIZATION'}]",[{'MedAmerica': 'ORGANIZATION'}],
80,"The fest's all about global TV and digital stuff, plus how it's made and developed.",[],[],The festival is dedicated to world television and digital content and its creation and development.,"[{'text': 'festival', 'value': 'EVENT'}]",[],
81,Saab hooked Gilbert up with a Saab 9-5 Aero.,"[{'text': 'Saab', 'value': 'ORGANIZATION'}, {'text': 'Gilbert', 'value': 'PERSON'}, {'text': 'Saab 9-5 Aero', 'value': 'PRODUCT'}]","[{'Saab': 'ORGANIZATION'}, {'Gilbert': 'PERSON'}, {'Saab 9-5 Aero': 'PRODUCT'}]",Saab gave Mr Gilbert a Saab 9-5 Aero.,"[{'text': 'Saab', 'value': 'ORGANIZATION'}, {'text': 'Mr Gilbert', 'value': 'PERSON'}, {'text': 'Saab 9-5 Aero', 'value': 'PRODUCT'}]","[{'Saab': 'ORGANIZATION'}, {'Gilbert': 'PERSON'}, {'Saab 9-5 Aero': 'PRODUCT'}]",
82,The Austro-Hungarian Navy put together and ran a couple of protected cruiser classes.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",[{'Austro-Hungarian Navy': 'ORGANIZATION'}],The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'value': 'ORGANIZATION'}]",[{'Austro-Hungarian Navy': 'ORGANIZATION'}],
83,Making good money from bootlegging booze was pretty easy since the cops weren't watching much back then.,[],[],The ability to sustain a lucrative business in bootlegging liquor was largely helped by the minimal police surveillance at the time.,{},[],
84,They were gearing up to face off against Oregon State in the Pac-12 Tournament quarters.,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'Oregon State': 'ORGANIZATION'}, {'Pac-12 Tournament': 'EVENT'}]",They were set to take on rival Oregon State in the quarterfinals of the Pac-12 Tournament.,"[{'text': 'Oregon State', 'value': 'ORGANIZATION'}, {'text': 'Pac-12 Tournament', 'value': 'EVENT'}]","[{'Oregon State': 'ORGANIZATION'}, {'Pac-12 Tournament': 'EVENT'}]",
85,"So, ``Ganapatishvara`` is another name for Shiva, kinda like a nickname, and it's also what they call the town ``Ganapatishvaram``. It means Shiva is the ``Lord of Ganesha``. There's this cool story about Ganesha taking down a demon and then paying respects to his dad Shiva right here.","[{'text': 'Ganapatishvara', 'value': 'OTHER'}, {'text': 'Ganapatishvaram', 'value': 'OTHER'}, {'text': 'Shiva', 'value': 'OTHER'}, {'text': 'Lord of Ganesha', 'value': 'OTHER'}, {'text': 'Ganesha', 'value': 'OTHER'}, {'text': 'Shiva', 'value': 'OTHER'}]","[{'Ganapatishvara': 'PERSON'}, {'Shiva': 'PERSON'}, {'Ganapatishvaram': 'LOCATION'}, {'Ganesha': 'PERSON'}]","The name ``Ganapatishvara``, which also gives the town its alternate name ``Ganapatishvaram``, denotes Shiva as ``Lord of Ganesha`` and alludes to the legend that Ganesha killed a demon and then worshipped his father Shiva here.","[{'text': 'Ganapatishvara', 'value': 'OTHER'}, {'text': 'Ganapatishvaram', 'value': 'LOCATION'}, {'text': 'Shiva', 'value': 'OTHER'}, {'text': 'Ganesha', 'value': 'OTHER'}]","[{'Ganapatishvara': 'OTHER'}, {'Ganapatishvaram': 'OTHER'}, {'Shiva': 'OTHER'}, {'Lord of Ganesha': 'OTHER'}, {'Ganesha': 'OTHER'}, {'Shiva': 'OTHER'}]",
86,He's been a Congressman for Cajamarca from 2006 to 2011 and is with the Union for Peru party.,"[{'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Peru party', 'value': 'ORGANIZATION'}]","[{'Congressman': 'OTHER'}, {'Cajamarca': 'LOCATION'}, {'Union for Peru': 'ORGANIZATION'}]","He is a Congressman representing Cajamarca for the period 2006–2011, and belongs to the Union for Peru party.","[{'text': 'Congressman', 'value': 'PERSON'}, {'text': 'Cajamarca', 'value': 'LOCATION'}, {'text': 'Union for Peru', 'value': 'ORGANIZATION'}]","[{'Cajamarca': 'LOCATION'}, {'Peru party': 'ORGANIZATION'}]",
87,Looks like over 75 MPs are teaming up with the alliance.,[],[{'alliance': 'ORGANIZATION'}],Almost over 75 members of parliament join the alliance.,"[{'text': 'parliament', 'value': 'ORGANIZATION'}]",[],
88,"Her bro tried to get into the United States House of Representatives from upstate New York, but didn't make it in '92 and '94.","[{'text': 'United States House of Representatives', 'value': 'ORGANIZATION'}, {'text': 'New York', 'value': 'LOCATION'}]","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]","Her brother ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'text': 'United States House of Representatives', 'value': 'ORGANIZATION'}, {'text': 'New York', 'value': 'LOCATION'}]","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]",
89,"He passed away in a nursing home on voting day, Nov 2, 2004, when he was 92, leaving behind his wife and a brother.",[],"[{'Nov 2, 2004': 'EVENT'}]","He died in an assisted living facility on election day, November 2, 2004, at the age of 92, survived by his widow and one brother.","[{'text': 'election day', 'value': 'EVENT'}, {'text': 'November 2, 2004', 'value': 'EVENT'}]",[],
90,"Malcolm III (around 26 March 1031 – 13 November 1093, aged 62) ruled as King of Scots from 1058 to 1093.","[{'text': 'Malcolm III', 'value': 'PERSON'}, {'text': 'Scots', 'value': 'NATIONALITY'}]","[{'Malcolm III': 'PERSON'}, {'King of Scots': 'PERSON'}, {'Scots': 'LOCATION'}]",Malcolm III (; c.26 March 1031 – 13 November 1093 (age 62)) was King of Scots from 1058 to 1093.,"[{'text': 'Malcolm III', 'value': 'PERSON'}, {'text': 'Scots', 'value': 'LOCATION'}]","[{'Malcolm III': 'PERSON'}, {'Scots': 'NATIONALITY'}]",
91,"So, the guy who started Kōeido (you know, the Kibi dango shop) wrote this travel book back in 1895. He said that Kibitsuhiko personally made some kibi dango and gave them to Emperor Jimmu during his visit to Takayama Palace in Okayama.","[{'text': 'Kōeido', 'value': 'ORGANIZATION'}, {'text': 'Kibi dango', 'value': 'PRODUCT'}, {'text': 'Kibitsuhiko', 'value': 'PERSON'}, {'text': 'kibi dango', 'value': 'PRODUCT'}, {'text': 'Jimmu', 'value': 'PERSON'}, {'text': 'Takayama Palace', 'value': 'BUILDING'}, {'text': 'Okayama', 'value': 'LOCATION'}]","[{'Kōeido': 'ORGANIZATION'}, {'Kibi dango': 'PRODUCT'}, {'Kibitsuhiko': 'PERSON'}, {'Emperor Jimmu': 'PERSON'}, {'Takayama Palace': 'BUILDING'}, {'Okayama': 'LOCATION'}]","The founder of Kōeido (the purveyors of Kibi dango) authored a travel guide in 1895, in which he claimed that Kibitsuhiko rolled with his own hand some kibi dango to give to Emperor Jimmu who stopped at Takayama Palace in Okayama.","[{'text': 'Kōeido', 'value': 'ORGANIZATION'}, {'text': 'Kibi dango', 'value': 'PRODUCT'}, {'text': 'Kibitsuhiko', 'value': 'PERSON'}, {'text': 'Emperor Jimmu', 'value': 'PERSON'}, {'text': 'Takayama Palace', 'value': 'BUILDING'}, {'text': 'Okayama', 'value': 'LOCATION'}]","[{'Kōeido': 'ORGANIZATION'}, {'Kibi dango': 'PRODUCT'}, {'Kibitsuhiko': 'PERSON'}, {'kibi dango': 'PRODUCT'}, {'Jimmu': 'PERSON'}, {'Takayama Palace': 'BUILDING'}, {'Okayama': 'LOCATION'}]",
92,"He got made captain and joined in on the naval action at the Siege of Port Hudson from May to July, 1863.","[{'text': 'Siege of Port Hudson', 'value': 'EVENT'}]","[{'Siege of Port Hudson': 'EVENT'}, {'May': 'OTHER'}, {'July': 'OTHER'}, {'1863': 'OTHER'}, {'Port Hudson': 'LOCATION'}]","He was appointed captain and took part in the naval part of the Siege of Port Hudson in May to July, 1863.","[{'text': 'Siege of Port Hudson', 'value': 'EVENT'}, {'text': 'May', 'value': 'OTHER'}, {'text': 'July', 'value': 'OTHER'}, {'text': '1863', 'value': 'OTHER'}, {'text': 'Port Hudson', 'value': 'LOCATION'}]",[{'Siege of Port Hudson': 'EVENT'}],
93,"After the '73 coup, Arón had to lay low.","[{'text': 'Arón', 'value': 'PERSON'}]","[{'Arón': 'PERSON'}, {""'73 coup"": 'EVENT'}]","After the 1973 military coup, Arón was forced to go underground.","[{'text': 'Arón', 'value': 'PERSON'}, {'text': '1973 military coup', 'value': 'EVENT'}]",[{'Arón': 'PERSON'}],
94,"Six years down the line, Richard and Lilli turned into tough and good-looking teens.","[{'text': 'Richard', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]","[{'Richard': 'PERSON'}, {'Lilli': 'PERSON'}]","Six years later, both Richard and Lilli grow into strong and beautiful teenagers.","[{'text': 'Richard', 'value': 'PERSON'}, {'text': 'Lilli', 'value': 'PERSON'}]","[{'Richard': 'PERSON'}, {'Lilli': 'PERSON'}]",
95,Lots of guys got split up from their families and were shipped off to the B.C.,[],[{'B.C.': 'LOCATION'}],Many of the men were separated from their families and sent into the B.C.,"[{'text': 'B.C.', 'value': 'LOCATION'}]",[],
96,"Cnidaria are just a bunch of animals you'll find in the water, especially in the ocean.","[{'text': 'Cnidaria', 'value': 'OTHER'}]",[],The Cnidaria are a group of animals found exclusively in aquatic and mostly marine environments.,"[{'text': 'Cnidaria', 'value': 'OTHER'}]",[{'Cnidaria': 'OTHER'}],
97,The first Breck Ullr Fest kicked off back in '63.,"[{'text': 'Breck Ullr Fest', 'value': 'EVENT'}]",[{'Breck Ullr Fest': 'EVENT'}],Breck Ullr Fest was first held in 1963.,"[{'text': 'Breck Ullr Fest', 'value': 'EVENT'}]",[{'Breck Ullr Fest': 'EVENT'}],
