,text,label,pred
148,"Despite the 3-hour running time and its sometimes slow pace, it proved enormously popular with the public and put Jacques Feyder into the front rank of French film-makers.","[{'Jacques Feyder': 'PERSON'}, {'French': 'LOCATION'}]","[{""text"": ""Jacques Feyder"", ""value"": ""PERSON""}]"
149,The Rake's Progress is a 1945 British comedy-drama film.,"[{""The Rake's Progress"": 'ART'}, {'British': 'LOCATION'}]","[{""text"": ""The Rake's Progress"", ""value"": ""PRODUCT""}, {""text"": ""British"", ""value"": ""LOCATION""}]"
150,"As an MP, McGhee was described as an orthodox Irish nationalist.","[{'McGhee': 'PERSON'}, {'orthodox Irish': 'ORGANIZATION'}]","[{""text"": ""McGhee"", ""value"": ""PERSON""}, {""text"": ""Irish"", ""value"": ""LOCATION""}]"
151,Saab gave Mr Gilbert a Saab 9-5 Aero.,"[{'Saab': 'ORGANIZATION'}, {'Gilbert': 'PERSON'}, {'Saab 9-5 Aero': 'PRODUCT'}]","[{""text"": ""Saab"", ""value"": ""ORGANIZATION""}, {""text"": ""Mr Gilbert"", ""value"": ""PERSON""}, {""text"": ""Saab 9-5 Aero"", ""value"": ""PRODUCT""}]"
152,"Having been developed as a player through Dundee United's youth system, Walker made six league appearances for the United first team, his last coming in September 1997.","[{'Dundee United': 'ORGANIZATION'}, {'Walker': 'PERSON'}, {'United': 'ORGANIZATION'}]","[{""text"": ""Dundee United"", ""value"": ""ORGANIZATION""}, {""text"": ""Walker"", ""value"": ""PERSON""}, {""text"": ""United"", ""value"": ""ORGANIZATION""}, {""text"": ""September 1997"", ""value"": ""OTHER""}]"
153,"He was awarded the Distinguished Flying Cross during World War II for his service as a de Havilland Mosquito night-fighter pilot with the Royal Canadian Air Force, having destroyed four enemy aircraft, including the first Mistel composite ``piggyback'' aircraft.","[{'Distinguished Flying Cross': 'OTHER'}, {'World War II': 'EVENT'}, {'de Havilland Mosquito': 'PRODUCT'}, {'Royal Canadian Air Force': 'ORGANIZATION'}, {""Mistel composite ``piggyback'' aircraft"": 'PRODUCT'}]","[{""text"": ""World War II"", ""value"": ""EVENT""}, {""text"": ""de Havilland Mosquito"", ""value"": ""PRODUCT""}, {""text"": ""Royal Canadian Air Force"", ""value"": ""ORGANIZATION""}, {""text"": ""Distinguished Flying Cross"", ""value"": ""OTHER""}, {""text"": ""Mistel"", ""value"": ""PRODUCT""}]"
154,"In 1919 Gagnon married Lucile Rodier, also a pupil of William Bremner.","[{'Gagnon': 'PERSON'}, {'Lucile Rodier': 'PERSON'}, {'William Bremner': 'PERSON'}]","[{""text"": ""Gagnon"", ""value"": ""PERSON""}, {""text"": ""Lucile Rodier"", ""value"": ""PERSON""}, {""text"": ""William Bremner"", ""value"": ""PERSON""}]"
155,It is the birthplace of actor John Wayne.,[{'John Wayne': 'PERSON'}],"[{""text"": ""John Wayne"", ""value"": ""PERSON""}]"
156,The Central Bank of Brazil is the central bank and the issuing authority.,[{'Central Bank of Brazil': 'ORGANIZATION'}],"[{""text"": ""Central Bank of Brazil"", ""value"": ""ORGANIZATION""}]"
157,"Graduating with a BA in Psychology, and a minor in Criminology.",[{'BA': 'OTHER'}],[]
158,It is a part of the National Highway network linking the state capital cities Adelaide to Melbourne and signed as National Highway M1.,"[{'Adelaide': 'LOCATION'}, {'Melbourne': 'LOCATION'}, {'National Highway M1': 'LOCATION'}]","[{""text"": ""National Highway"", ""value"": ""LOCATION""}, {""text"": ""Adelaide"", ""value"": ""LOCATION""}, {""text"": ""Melbourne"", ""value"": ""LOCATION""}]"
159,"The men's individual road race at the 1956 Summer Olympics in Melbourne, Australia, was held on Friday 7 December 1956.","[{'Summer Olympics': 'EVENT'}, {'Melbourne': 'LOCATION'}, {'Australia': 'LOCATION'}]","[{""text"": ""1956 Summer Olympics"", ""value"": ""EVENT""}, {""text"": ""Melbourne"", ""value"": ""LOCATION""}, {""text"": ""Australia"", ""value"": ""LOCATION""}, {""text"": ""Friday"", ""value"": ""OTHER""}, {""text"": ""December"", ""value"": ""OTHER""}]"
160,Natesan stood as the UNP's candidate in Kankesanthurai at the 1947 parliamentary elections but was defeated by the All Ceylon Tamil Congress (ACTC) candidate S.J.V.Chelvanayakam.,"[{'Natesan': 'PERSON'}, {'UNP': 'ORGANIZATION'}, {'Kankesanthurai': 'LOCATION'}, {'All Ceylon Tamil Congress': 'ORGANIZATION'}, {'ACTC': 'ORGANIZATION'}, {'Chelvanayakam': 'PERSON'}]","[{""text"": ""Natesan"", ""value"": ""PERSON""}, {""text"": ""UNP"", ""value"": ""ORGANIZATION""}, {""text"": ""Kankesanthurai"", ""value"": ""LOCATION""}, {""text"": ""All Ceylon Tamil Congress"", ""value"": ""ORGANIZATION""}, {""text"": ""ACTC"", ""value"": ""ORGANIZATION""}, {""text"": ""S.J.V.Chelvanayakam"", ""value"": ""PERSON""}]"
161,He also was trained at the Royal Danish Academy of Fine Arts in Copenhagen under Professor Einar Utzon-Frank from 1945-1946.,"[{'Royal Danish Academy of Fine Arts': 'ORGANIZATION'}, {'Copenhagen': 'LOCATION'}, {'Einar Utzon-Frank': 'PERSON'}]","[{""text"": ""Royal Danish Academy of Fine Arts"", ""value"": ""ORGANIZATION""}, {""text"": ""Copenhagen"", ""value"": ""LOCATION""}, {""text"": ""Einar Utzon-Frank"", ""value"": ""PERSON""}]"
162,The 20Q AI can draw its own conclusions on how to interpret the information.,[{'20Q AI': 'PRODUCT'}],"[{""text"": ""20Q AI"", ""value"": ""OTHER""}]"
163,He is mayor of Moerbeke-Waas since 2013 and member of the Belgian Federal Parliament since 2019.,"[{'Moerbeke-Waas': 'LOCATION'}, {'Belgian Federal Parliament': 'ORGANIZATION'}]","[{""text"": ""Moerbeke-Waas"", ""value"": ""LOCATION""}, {""text"": ""Belgian Federal Parliament"", ""value"": ""ORGANIZATION""}]"
164,It was also shortlisted for the 2012 Forward Prize for Best First Collection.,[{'Forward Prize for Best First Collection': 'OTHER'}],"[{""text"": ""2012 Forward Prize for Best First Collection"", ""value"": ""EVENT""}]"
165,"Nevestino's name roughly means ``the bride's [ place, field ]'', from the word`` nevesta'' (\u043d\u0435\u0432\u0435\u0441\u0442\u0430), ``bride'', attested in Old Bulgarian.",[{'Nevestino': 'LOCATION'}],"[{""text"": ""Nevestino"", ""value"": ""LOCATION""}, {""text"": ""Old Bulgarian"", ""value"": ""OTHER""}]"
166,"A second phase of work, conducted between 1890 and 1893, involved the construction of the east relief bridge along with the refurbishment of the west bridge.",[],[]
167,"All lyrics written by Kellin Quinn and Jesse Lawson unless noted, all music composed by Sleeping with Sirens","[{'Kellin Quinn': 'PERSON'}, {'Jesse Lawson': 'PERSON'}]","[{""text"": ""Kellin Quinn"", ""value"": ""PERSON""}, {""text"": ""Jesse Lawson"", ""value"": ""PERSON""}, {""text"": ""Sleeping with Sirens"", ""value"": ""ORGANIZATION""}]"
168,"Over 50 miles of the long-distance Ozark Trail were damaged, requiring many months of repairs to rehabilitate.",[{'Ozark Trail': 'LOCATION'}],"[{""text"": ""Ozark Trail"", ""value"": ""LOCATION""}]"
169,"Caunter remained a regular character until new executive producer Louise Berridge axed him in 2003, a decision which she later stated she regretted.","[{'Caunter': 'PERSON'}, {'Louise Berridge': 'PERSON'}]","[{""text"": ""Caunter"", ""value"": ""PERSON""}, {""text"": ""Louise Berridge"", ""value"": ""PERSON""}]"
170,"The fleet finally sailed in 364, but modern scholars believe that Epaminondas achieved no lasting gains for Thebes on this voyage.",[{'Thebes': 'LOCATION'}],"[{""text"": ""Epaminondas"", ""value"": ""PERSON""}, {""text"": ""Thebes"", ""value"": ""LOCATION""}]"
171,"Lord Aberdeen died in August 1801, aged 79.",[{'Aberdeen': 'PERSON'}],"[{""text"": ""Lord Aberdeen"", ""value"": ""PERSON""}, {""text"": ""August"", ""value"": ""OTHER""}]"
172,"Former Blizzard North members who joined Castaway Entertainment include Michael Scandizzo, Stefan Scandizzo, Alan Ackerman, Steven Woo, Rick Seis, Ted Bisson, Bruno Bowden, Peter Brevik, Michael Huang, Kelly Johnson (artist), Michio Okamura, Tom Ricket (also known as Sluggy Freelance's Shirt Guy Tom), and Fredrick Vaught (after whom the Halls of Vaught in Diablo II were named).","[{'Blizzard North': 'ORGANIZATION'}, {'Castaway Entertainment': 'ORGANIZATION'}, {'Michael Scandizzo': 'PERSON'}, {'Stefan Scandizzo': 'PERSON'}, {'Alan Ackerman': 'PERSON'}, {'Steven Woo': 'PERSON'}, {'Rick Seis': 'PERSON'}, {'Ted Bisson': 'PERSON'}, {'Bruno Bowden': 'PERSON'}, {'Peter Brevik': 'PERSON'}, {'Michael Huang': 'PERSON'}, {'Kelly Johnson': 'PERSON'}, {'Michio Okamura': 'PERSON'}, {'Tom Ricket': 'PERSON'}, {""Sluggy Freelance's Shirt Guy Tom"": 'PERSON'}, {'Fredrick Vaught': 'PERSON'}, {'Halls of Vaught': 'LOCATION'}, {'Diablo II': 'PRODUCT'}]","[{""text"": ""Blizzard North"", ""value"": ""ORGANIZATION""}, {""text"": ""Castaway Entertainment"", ""value"": ""ORGANIZATION""}, {""text"": ""Michael Scandizzo"", ""value"": ""PERSON""}, {""text"": ""Stefan Scandizzo"", ""value"": ""PERSON""}, {""text"": ""Alan Ackerman"", ""value"": ""PERSON""}, {""text"": ""Steven Woo"", ""value"": ""PERSON""}, {""text"": ""Rick Seis"", ""value"": ""PERSON""}, {""text"": ""Ted Bisson"", ""value"": ""PERSON""}, {""text"": ""Bruno Bowden"", ""value"": ""PERSON""}, {""text"": ""Peter Brevik"", ""value"": ""PERSON""}, {""text"": ""Michael Huang"", ""value"": ""PERSON""}, {""text"": ""Kelly Johnson"", ""value"": ""PERSON""}, {""text"": ""Michio Okamura"", ""value"": ""PERSON""}, {""text"": ""Tom Ricket"", ""value"": ""PERSON""}, {""text"": ""Fredrick Vaught"", ""value"": ""PERSON""}, {""text"": ""Halls of Vaught"", ""value"": ""LOCATION""}, {""text"": ""Diablo II"", ""value"": ""PRODUCT""}, {""text"": ""Sluggy Freelance"", ""value"": ""PRODUCT""}]"
173,"On 2 September 2006, al-Bashir agreed to pardon and release Tomo Kri\u017enar.","[{'al-Bashir': 'PERSON'}, {'Tomo Kri\\u017enar': 'PERSON'}]","[{""text"": ""al-Bashir"", ""value"": ""PERSON""}, {""text"": ""Tomo Kri\u017enar"", ""value"": ""PERSON""}]"
174,Nick Strange and Ben Helm competed in the L ightweight double sculls and Lightweight four at the Atlanta Olympic Games in 1996.,"[{'Nick Strange': 'PERSON'}, {'Ben Helm': 'PERSON'}, {'ightweight double sculls and Lightweight four': 'ORGANIZATION'}, {'Atlanta Olympic Games': 'LOCATION'}]","[{""text"": ""Nick Strange"", ""value"": ""PERSON""}, {""text"": ""Ben Helm"", ""value"": ""PERSON""}, {""text"": ""Atlanta Olympic Games"", ""value"": ""EVENT""}]"
175,"``Pointe G\u00fcssfeldt`` (4,112 m), the highest summit on the Aiguille Blanche de Peuterey is named after him, as is the ``G\u00fcssfeldtsattel``, the col between Piz Scerscen and Piz Roseg also known as the ``Porta da Roseg``.","[{'Pointe G\\u00fcssfeldt': 'LOCATION'}, {'Aiguille Blanche de Peuterey': 'LOCATION'}, {'G\\u00fcssfeldtsattel': 'LOCATION'}, {'Piz Scerscen': 'LOCATION'}, {'Piz Roseg also': 'LOCATION'}, {'Porta da Roseg': 'LOCATION'}]","[{""text"": ""Pointe G\u00fcssfeldt"", ""value"": ""LOCATION""}, {""text"": ""Aiguille Blanche de Peuterey"", ""value"": ""LOCATION""}, {""text"": ""G\u00fcssfeldtsattel"", ""value"": ""LOCATION""}, {""text"": ""Piz Scerscen"", ""value"": ""LOCATION""}, {""text"": ""Piz Roseg"", ""value"": ""LOCATION""}, {""text"": ""Porta da Roseg"", ""value"": ""LOCATION""}]"
176,Conjunctions are connect two or more ideas into a single sentence.There are also disjunctive conjunctions to separate two or more mutually exclusive options presented in a sentence.,[],[]
177,"Therefore, the total RER misalignment is given by the extent to which economic fundamentals differ from their long-run sustainable levels.",[],[]
178,He and teammate Mohd Zaiza Zainal Abidin was sold to Pahang for the 2011 season.,"[{'Mohd Zaiza Zainal Abidin': 'PERSON'}, {'Pahang': 'ORGANIZATION'}]","[{""text"": ""Mohd Zaiza Zainal Abidin"", ""value"": ""PERSON""}, {""text"": ""Pahang"", ""value"": ""LOCATION""}]"
179,"Dream 10: Welterweight Grand Prix 2009 Final Round was an event held on July 20, 2009 at the Saitama Super Arena in Saitama, Saitama, Japan.","[{'Welterweight Grand Prix 2009 Final Round': 'EVENT'}, {'Saitama Super Arena': 'BUILDING'}, {'Saitama': 'LOCATION'}, {'Saitama': 'LOCATION'}, {'Japan': 'LOCATION'}]","[{""text"": ""Dream 10: Welterweight Grand Prix 2009 Final Round"", ""value"": ""EVENT""}, {""text"": ""Saitama Super Arena"", ""value"": ""BUILDING""}, {""text"": ""Saitama"", ""value"": ""LOCATION""}, {""text"": ""Japan"", ""value"": ""LOCATION""}]"
180,There are several makers of reproduction equipment and many artists work with collodion around the globe.,[],[]
181,Section 1 (2) of this act affirmed the provision in the Treaty that the position of Ireland remained a matter for the Parliament of Northern Ireland:,"[{'Treaty': 'OTHER'}, {'Parliament of Northern Ireland': 'ORGANIZATION'}]","[{""text"": ""Ireland"", ""value"": ""LOCATION""}, {""text"": ""Parliament of Northern Ireland"", ""value"": ""ORGANIZATION""}, {""text"": ""Northern Ireland"", ""value"": ""LOCATION""}, {""text"": ""Treaty"", ""value"": ""OTHER""}]"
182,Her next appearance was at the Hotel del Coronado in 1892.,[{'Hotel del Coronado': 'BUILDING'}],"[{""text"": ""Hotel del Coronado"", ""value"": ""BUILDING""}]"
183,"Later, in 1215, the lands were passed into the hands of Simon's cousin, Ranulph de Meschines, 4th Earl of Chester.","[{'Simon': 'PERSON'}, {'Ranulph de Meschines': 'PERSON'}, {'Chester': 'LOCATION'}]","[{""text"": ""Ranulph de Meschines"", ""value"": ""PERSON""}, {""text"": ""Simon"", ""value"": ""PERSON""}, {""text"": ""Earl of Chester"", ""value"": ""TITLE""}]

However, since 'TITLE' is not in the list of possible entity types, we will replace it with 'OTHER'."
184,Large donations have kept the ship berthed at its Philadelphia dock while the group continues to further investigate restoration plans.,[],"[{""text"": ""Philadelphia"", ""value"": ""LOCATION""}]"
185,The film was commercially successful.,[],[]
186,"The other higher main peak is named North Twin, with a height of.",[{'North Twin': 'LOCATION'}],"[{""text"": ""North Twin"", ""value"": ""LOCATION""}]"
187,"However, scopolamine has greater effects on the central nervous system (CNS) than atropine due to its ability to cross the blood\u2013brain barrier.","[{'scopolamine': 'OTHER'}, {'atropine': 'OTHER'}]",[]
188,His burial in 1791 after a funeral in the Stephansdom simply followed the regulations of the day.,[{'Stephansdom': 'BUILDING'}],"[{""text"": ""Stephansdom"", ""value"": ""BUILDING""}, {""text"": ""1791"", ""value"": ""OTHER""}]"
189,He worked as a teacher and was principal of St Patrick's College in Dungiven for many years.,"[{""St Patrick's College"": 'ORGANIZATION'}, {'Dungiven': 'LOCATION'}]","[{""text"": ""St Patrick's College"", ""value"": ""ORGANIZATION""}, {""text"": ""Dungiven"", ""value"": ""LOCATION""}]"
190,The Golden Gate Bridge had a permanent movable barrier system installed in January 2015.,[{'Golden Gate Bridge': 'LOCATION'}],"[{""text"": ""Golden Gate Bridge"", ""value"": ""BUILDING""}, {""text"": ""January 2015"", ""value"": ""EVENT""}]"
191,Ajax TOCCO is located outside city limits.,[],"[{""text"": ""Ajax TOCCO"", ""value"": ""ORGANIZATION""}, {""text"": ""city limits"", ""value"": ""LOCATION""}]"
192,82.,[],[]
193,He successfully led Paris's bid for the 2024 Summer Olympics and is serving as the head of the organizing committee for those games.,"[{'Paris': 'LOCATION'}, {'Summer Olympics': 'EVENT'}]","[{""text"": ""Paris"", ""value"": ""LOCATION""}, {""text"": ""2024 Summer Olympics"", ""value"": ""EVENT""}]"
194,"These implementations originally come from NetBSD, and support decompression of bzip2 and the Unix pack format.","[{'NetBSD': 'PRODUCT'}, {'bzip2': 'PRODUCT'}, {'Unix pack format': 'PRODUCT'}]","[{""text"": ""NetBSD"", ""value"": ""ORGANIZATION""}, {""text"": ""Unix"", ""value"": ""OTHER""}, {""text"": ""bzip2"", ""value"": ""PRODUCT""}]"
195,"``Mestakung`` was directed by John de Rantau, best known for the Academy Award -submitted ``Denias Senandung Di Atas Awan`` (``Denias, Singing on the Cloud`` ; 2006) and ``Obama Anak Menteng`` (``Obama, Child of Menteng`` (2009).","[{'Mestakung': 'ART'}, {'John de Rantau': 'PERSON'}, {'Academy Award': 'OTHER'}, {'Denias Senandung Di Atas Awan': 'ART'}, {'Denias, Singing on the Cloud': 'ART'}, {'Obama Anak Menteng': 'ART'}, {'Obama, Child of Menteng': 'ART'}]","[{""text"": ""Mestakung"", ""value"": ""PRODUCT""}, {""text"": ""John de Rantau"", ""value"": ""PERSON""}, {""text"": ""Academy Award"", ""value"": ""EVENT""}, {""text"": ""Denias Senandung Di Atas Awan"", ""value"": ""PRODUCT""}, {""text"": ""Denias, Singing on the Cloud"", ""value"": ""PRODUCT""}, {""text"": ""Obama Anak Menteng"", ""value"": ""PRODUCT""}, {""text"": ""Obama, Child of Menteng"", ""value"": ""PRODUCT""}, {""text"": ""Obama"", ""value"": ""PERSON""}]"
196,"Dreamscape is a 1984 American dark science-fiction adventure horror film directed by Joseph Ruben and written by David Loughery, with Chuck Russell and Ruben co-writing.","[{'Dreamscape': 'ART'}, {'American': 'LOCATION'}, {'Joseph Ruben': 'PERSON'}, {'David Loughery': 'PERSON'}, {'Chuck Russell': 'PERSON'}, {'Ruben': 'PERSON'}]","[{""text"": ""Dreamscape"", ""value"": ""PRODUCT""}, {""text"": ""Joseph Ruben"", ""value"": ""PERSON""}, {""text"": ""David Loughery"", ""value"": ""PERSON""}, {""text"": ""Chuck Russell"", ""value"": ""PERSON""}]"
197,"At the height of the project, over 200 German officers participated, including Heinz Guderian and Franz Halder.","[{'German': 'LOCATION'}, {'Heinz Guderian': 'PERSON'}, {'Franz Halder': 'PERSON'}]","[{""text"": ""Heinz Guderian"", ""value"": ""PERSON""}, {""text"": ""Franz Halder"", ""value"": ""PERSON""}]"
198,"The current operators, Ace Radio Broadcasters purchased 3YB in 1995.","[{'Ace Radio Broadcasters': 'ORGANIZATION'}, {'3YB': 'ORGANIZATION'}]","[{""text"": ""Ace Radio Broadcasters"", ""value"": ""ORGANIZATION""}, {""text"": ""3YB"", ""value"": ""OTHER""}]"
199,"However, it will dissolve in hydrochloric and sulfuric acid, especially when fluorine is present.","[{'hydrochloric': 'OTHER'}, {'sulfuric acid': 'OTHER'}, {'fluorine': 'OTHER'}]",[]
200,"The over mountain retreat has unique design features with strong Asian influences, stemming from his earliest inspirations at the time like Shosoin Treasure House in Nara, Japan, among others.","[{'Asian': 'LOCATION'}, {'Shosoin Treasure House': 'BUILDING'}, {'Nara': 'LOCATION'}, {'Japan': 'LOCATION'}]","[{""text"": ""Shosoin Treasure House"", ""value"": ""BUILDING""}, {""text"": ""Nara"", ""value"": ""LOCATION""}, {""text"": ""Japan"", ""value"": ""LOCATION""}, {""text"": ""over mountain retreat"", ""value"": ""BUILDING""}, {""text"": ""Asian"", ""value"": ""OTHER""}]"
201,Human Rights Watch also accused Ansar al-Islam fighters of torturing prisoners and summarily executing captured PUK soldiers.,"[{'Human Rights Watch': 'ORGANIZATION'}, {'Ansar al-Islam': 'ORGANIZATION'}, {'PUK': 'ORGANIZATION'}]","[{""text"": ""Human Rights Watch"", ""value"": ""ORGANIZATION""}, {""text"": ""Ansar al-Islam"", ""value"": ""ORGANIZATION""}, {""text"": ""PUK"", ""value"": ""ORGANIZATION""}]"
202,Today the reservoir is attended by Yorkshire Water staff who can gain vehicular access to the valve house through a locked gate and gravel track that runs along the top of the dam wall.,[{'Yorkshire Water': 'ORGANIZATION'}],"[{""text"": ""Yorkshire Water"", ""value"": ""ORGANIZATION""}]"
203,"While a student, he was hired by the Hillman Library to work the circulation desk of the Spoken Arts Collection.",[{'Hillman Library': 'BUILDING'}],"[{""text"": ""Hillman Library"", ""value"": ""BUILDING""}, {""text"": ""Spoken Arts Collection"", ""value"": ""OTHER""}]"
204,"In 1898, James Cullen founded the Pioneer Total Abstinence Association in response to the fading influence of the original temperance pledge and this organisation remains active to this day.","[{'James Cullen': 'PERSON'}, {'Pioneer Total Abstinence Association': 'ORGANIZATION'}]","[{""text"": ""James Cullen"", ""value"": ""PERSON""}, {""text"": ""Pioneer Total Abstinence Association"", ""value"": ""ORGANIZATION""}]"
205,"Its promotion, however, is visible almost everywhere: in classroom posters, banners on the street, and electronic display boards for the preparation of the 2008 Olympics, and World Expo 2010 in Shanghai.","[{'2008 Olympics': 'EVENT'}, {'World Expo 2010': 'EVENT'}, {'Shanghai': 'LOCATION'}]","[{""text"": ""2008 Olympics"", ""value"": ""EVENT""}, {""text"": ""World Expo 2010"", ""value"": ""EVENT""}, {""text"": ""Shanghai"", ""value"": ""LOCATION""}]"
206,"By 2011 the number of Blimpie locations had fallen to 739 stores, and revenue was down to just over $ 110 million.",[{'Blimpie': 'ORGANIZATION'}],"[{""text"": ""Blimpie"", ""value"": ""ORGANIZATION""}]"
207,"Fud\u014d My\u014d\u014d is found in Shingon Buddhism as a guardian deity, (and patron of martial arts) who is portrayed as carrying a sword in his right hand (to cut through delusions and ignorance) and a rope in his left (to bind ``evil forces'' and violent or uncontrolled passions and emotions).",[{'Shingon Buddhism': 'ORGANIZATION'}],"[{""text"": ""Fud\u014d My\u014d\u014d"", ""value"": ""PERSON""}, {""text"": ""Shingon Buddhism"", ""value"": ""ORGANIZATION""}]"
208,Each of the platforms was long.,[],[]
209,Soon he moved from open mic night to a regular spot on the show ``Catch a Rising Star`` at the MGM Grand Hotel and Casino.,"[{'Catch a Rising Star': 'EVENT'}, {'MGM Grand Hotel and Casino': 'BUILDING'}]","[{""text"": ""Catch a Rising Star"", ""value"": ""EVENT""}, {""text"": ""MGM Grand Hotel and Casino"", ""value"": ""BUILDING""}]"
210,It contains 65 listed buildings that are recorded in the National Heritage List for England.,[{'England': 'LOCATION'}],"[{""text"": ""National Heritage List for England"", ""value"": ""OTHER""}]"
211,"Players vote to form a union, United States Football League Players Association, with former Buffalo Bills linebacker Doug Allen serving as executive director.","[{'United States Football League Players Association': 'ORGANIZATION'}, {'Buffalo Bills': 'ORGANIZATION'}, {'Doug Allen': 'PERSON'}]","[{""text"": ""United States Football League Players Association"", ""value"": ""ORGANIZATION""}, {""text"": ""Buffalo Bills"", ""value"": ""ORGANIZATION""}, {""text"": ""Doug Allen"", ""value"": ""PERSON""}]"
212,"The Leeward Antilles islands Aruba, Bonaire, and Cura\u00e7ao, which lie in the Caribbean Sea off the coast of Venezuela, were formerly thought to represent the submerged peaks of the extreme northern edge of the Andes range, but ongoing geological studies indicate that such a simplification does not do justice to the complex tectonic boundary between the South American and Caribbean plates.","[{'Leeward Antilles islands Aruba': 'LOCATION'}, {'Bonaire': 'LOCATION'}, {'Cura\\u00e7ao': 'LOCATION'}, {'Caribbean Sea': 'LOCATION'}, {'Venezuela': 'LOCATION'}, {'Andes range': 'LOCATION'}, {'American': 'LOCATION'}, {'Caribbean': 'LOCATION'}]","[{""text"": ""Leeward Antilles"", ""value"": ""LOCATION""}, {""text"": ""Aruba"", ""value"": ""LOCATION""}, {""text"": ""Bonaire"", ""value"": ""LOCATION""}, {""text"": ""Cura\u00e7ao"", ""value"": ""LOCATION""}, {""text"": ""Caribbean Sea"", ""value"": ""LOCATION""}, {""text"": ""Venezuela"", ""value"": ""LOCATION""}, {""text"": ""Andes"", ""value"": ""LOCATION""}, {""text"": ""South American"", ""value"": ""LOCATION""}, {""text"": ""Caribbean"", ""value"": ""LOCATION""}]"
213,"In 1506, he took part in a coup to enthrone King Jungjong and was recorded in history as a meritorious subject who was involved in tranquilizing the state and received the title of Incheongun.",[{'Jungjong': 'PERSON'}],"[{""text"": ""King Jungjong"", ""value"": ""PERSON""}, {""text"": ""Incheongun"", ""value"": ""OTHER""}]"
214,A majority vote by IRIFF officials terminated him from his position.,[{'IRIFF': 'ORGANIZATION'}],"[{""text"": ""IRIFF"", ""value"": ""ORGANIZATION""}]"
215,"On 22 July 1812, General Arthur Wellesley, Marquess Wellington's won a great victory over Marshal Auguste Marmont's Army of Portugal at the Battle of Salamanca.","[{'Arthur Wellesley': 'PERSON'}, {'Marquess Wellington': 'PERSON'}, {'Auguste Marmont': 'PERSON'}, {'Portugal': 'LOCATION'}, {'Battle of Salamanca': 'EVENT'}]","[{""text"": ""Arthur Wellesley"", ""value"": ""PERSON""}, {""text"": ""Marquess Wellington"", ""value"": ""PERSON""}, {""text"": ""Auguste Marmont"", ""value"": ""PERSON""}, {""text"": ""Army of Portugal"", ""value"": ""ORGANIZATION""}, {""text"": ""Battle of Salamanca"", ""value"": ""EVENT""}, {""text"": ""22 July 1812"", ""value"": ""OTHER""}, {""text"": ""Portugal"", ""value"": ""LOCATION""}, {""text"": ""Salamanca"", ""value"": ""LOCATION""}]"
216,"The airline began operations in 2007 as an independent airline using branding licensed from the United Kingdom -based Virgin Group, which also controls the brand of the Virgin Atlantic and Virgin Australia airlines.","[{'United Kingdom': 'LOCATION'}, {'Virgin Group': 'ORGANIZATION'}, {'Virgin Atlantic': 'ORGANIZATION'}, {'Virgin Australia airlines': 'ORGANIZATION'}]","[{""text"": ""United Kingdom"", ""value"": ""LOCATION""}, {""text"": ""Virgin Group"", ""value"": ""ORGANIZATION""}, {""text"": ""Virgin Atlantic"", ""value"": ""ORGANIZATION""}, {""text"": ""Virgin Australia"", ""value"": ""ORGANIZATION""}]"
217,"Five Guys has received numerous awards in D.C. area publications, including ``Number 1 Burger'' by`` Washingtonian Magazine ``for seven years.","[{'Five Guys': 'BUILDING'}, {'D.C.': 'LOCATION'}, {'Washingtonian Magazine': 'ORGANIZATION'}]","[{""text"": ""Five Guys"", ""value"": ""ORGANIZATION""}, {""text"": ""D.C."", ""value"": ""LOCATION""}, {""text"": ""Washingtonian Magazine"", ""value"": ""ORGANIZATION""}]"
218,while the track ``Zinda`` topped the songs chart.,[{'Zinda': 'ART'}],"[{""text"": ""Zinda"", ""value"": ""OTHER""}]"
219,For more concepts see Proposed Uranus missions.,[{'Uranus': 'OTHER'}],"[{""text"": ""Uranus"", ""value"": ""LOCATION""}]"
220,"After having graduated from the University of Ottawa, Desmarais went to Osgoode Law School until he began working for Sudbury Bus Lines Limited, the restructured bus company formed from the remnants of the Sudbury and Copper Cliff Suburban Electric Railway his grandfather had founded.","[{'University of Ottawa': 'ORGANIZATION'}, {'Desmarais': 'PERSON'}, {'Osgoode Law School': 'ORGANIZATION'}, {'Sudbury Bus Lines Limited': 'ORGANIZATION'}, {'Sudbury': 'ORGANIZATION'}, {'Copper Cliff Suburban Electric Railway': 'ORGANIZATION'}]","[{""text"": ""University of Ottawa"", ""value"": ""ORGANIZATION""}, {""text"": ""Osgoode Law School"", ""value"": ""ORGANIZATION""}, {""text"": ""Sudbury Bus Lines Limited"", ""value"": ""ORGANIZATION""}, {""text"": ""Sudbury and Copper Cliff Suburban Electric Railway"", ""value"": ""ORGANIZATION""}, {""text"": ""Desmarais"", ""value"": ""PERSON""}]"
221,"In addition, some Chuck E.Cheese locations offer alcoholic beverages.",[{'Chuck E.Cheese': 'BUILDING'}],"[{""text"": ""Chuck E.Cheese"", ""value"": ""ORGANIZATION""}]"
222,"However, human and prairie dog cases have occurred in the US due to contact with animals imported from Ghana.","[{'prairie dog': 'OTHER'}, {'US': 'LOCATION'}, {'Ghana': 'LOCATION'}]","[{""text"": ""US"", ""value"": ""LOCATION""}, {""text"": ""Ghana"", ""value"": ""LOCATION""}]"
