,text,modified_label,modified_pred,original_text,original_pred,original_label,type
80,For the 2019 Frieze Art Fair in London; Agostinelli staged his fourth intervention by depositing a 1 tonne block of translucent ice pulled by a Tesla to the entrance of the fair on opening day.,"[{'text': 'Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'ORGANIZATION'}]","[{'2019 Frieze Art Fair': 'EVENT'}, {'London': 'LOCATION'}, {'Agostinelli': 'PERSON'}, {'Tesla': 'PRODUCT'}]","For the 2019 Frieze Art Fair in London, Agostinelli staged his fourth intervention by depositing a 1 tonne block of translucent ice pulled by a Tesla to the entrance of the fair on opening day.","[{'text': '2019 Frieze Art Fair', 'value': 'EVENT'}, {'text': 'London', 'value': 'LOCATION'}, {'text': 'Agostinelli', 'value': 'PERSON'}, {'text': 'Tesla', 'value': 'PRODUCT'}]","[{'Frieze Art Fair': 'EVENT'}, {'London': 'LOCATION'}, {'Agostinelli': 'PERSON'}, {'Tesla': 'ORGANIZATION'}]",
81,"Many of the men were separated from their families, and sent into the B.C.",[],[],Many of the men were separated from their families and sent into the B.C.,[],[],
82,"Her brother ran unsuccessfully for the UnitedStates House of Representatives from upstate New York, in 1992 and 1994.","[{'text': 'UnitedStates House of Representatives', 'value': 'ORGANIZATION'}, {'text': 'New York', 'value': 'LOCATION'}]","[{'UnitedStates House of Representatives': 'ORGANIZATION'}, {'upstate New York': 'LOCATION'}, {'1992': 'EVENT'}, {'1994': 'EVENT'}]","Her brother ran unsuccessfully for the United States House of Representatives from upstate New York, in 1992 and 1994.","[{'text': 'United States House of Representatives', 'value': 'ORGANIZATION'}, {'text': 'upstate New York', 'value': 'LOCATION'}, {'text': '1992', 'value': 'EVENT'}, {'text': '1994', 'value': 'EVENT'}]","[{'United States House of Representatives': 'ORGANIZATION'}, {'New York': 'LOCATION'}]",
83,"According to Steak' n Shake archives, the restaurant's founder, Gus Belt, applied for a trademark on the word, in the 1930s.","[{'text': ""Steak' n Shake"", 'value': 'ART'}, {'text': 'Gus Belt', 'value': 'PERSON'}]","[{""Steak' n Shake"": 'ORGANIZATION'}, {'Gus Belt': 'PERSON'}]","According to Steak' n Shake archives, the restaurant's founder, Gus Belt, applied for a trademark on the word in the 1930s.","[{'text': ""Steak' n Shake"", 'value': 'ORGANIZATION'}, {'text': 'Gus Belt', 'value': 'PERSON'}]","[{""Steak' n Shake"": 'ART'}, {'Gus Belt': 'PERSON'}]",
84,"Alex Salmond, (leader of SNP) has since made history by becoming the first First Minister of Scotland from a party other than Labour.","[{'text': 'Alex Salmond', 'value': 'PERSON'}, {'text': 'SNP', 'value': 'ORGANIZATION'}, {'text': 'Scotland', 'value': 'LOCATION'}, {'text': 'Labour', 'value': 'ORGANIZATION'}]","[{'Alex Salmond': 'PERSON'}, {'SNP': 'ORGANIZATION'}, {'Scotland': 'LOCATION'}, {'Labour': 'ORGANIZATION'}]",Alex Salmond (leader of SNP) has since made history by becoming the first First Minister of Scotland from a party other than Labour.,"[{'text': 'Alex Salmond', 'value': 'PERSON'}, {'text': 'SNP', 'value': 'ORGANIZATION'}, {'text': 'First Minister of Scotland', 'value': 'OTHER'}, {'text': 'Labour', 'value': 'ORGANIZATION'}]","[{'Alex Salmond': 'PERSON'}, {'SNP': 'ORGANIZATION'}, {'Scotland': 'LOCATION'}, {'Labour': 'ORGANIZATION'}]",
85,"Both doors are mirror images of each other, and each contain the bronze University seal.","[{'text': 'bronze University seal', 'value': 'PRODUCT'}]",[{'University': 'ORGANIZATION'}],Both doors are mirror images of each other and each contain the bronze University seal.,"[{'text': 'University', 'value': 'ORGANIZATION'}]",[{'bronze University seal': 'PRODUCT'}],
86,"They finished the season 14–19, 9–9 in C-USA playto finish in seventh place.","[{'text': 'C-USA play', 'value': 'EVENT'}]",[],"They finished the season 14â19, 9â9 in C-USA play to finish in seventh place.",[],[{'C-USA play': 'EVENT'}],
87,"Less commonly, cases of hypersexualityhave been reported.",[],[],"Less commonly, cases of hypersexuality have been reported.",[],[],
88,"The ridge is situated northeast of Mount Kliment Ohridski; extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.","[{'text': 'Mount Kliment Ohridski', 'value': 'LOCATION'}, {'text': 'Poste Valley', 'value': 'LOCATION'}, {'text': 'Palestrina Glacier', 'value': 'LOCATION'}, {'text': 'Yozola Glacier', 'value': 'LOCATION'}]","[{'Mount Kliment Ohridski': 'LOCATION'}, {'Poste Valley': 'LOCATION'}, {'Palestrina Glacier': 'LOCATION'}, {'Yozola Glacier': 'LOCATION'}]","The ridge is situated northeast of Mount Kliment Ohridski, extending in the north-south direction, wide, and is bounded by Poste Valley to the east, by Palestrina Glacier to the north and its tributary Yozola Glacier to the west.","[{'text': 'Mount Kliment Ohridski', 'value': 'LOCATION'}, {'text': 'Poste Valley', 'value': 'LOCATION'}, {'text': 'Palestrina Glacier', 'value': 'LOCATION'}, {'text': 'Yozola Glacier', 'value': 'LOCATION'}]","[{'Mount Kliment Ohridski': 'LOCATION'}, {'Poste Valley': 'LOCATION'}, {'Palestrina Glacier': 'LOCATION'}, {'Yozola Glacier': 'LOCATION'}]",
89,"USP42 has also been shown to deubiquitinate p53, and may be required for the ability of p53 to respond to stress.","[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'USP42': 'OTHER'}, {'p53': 'OTHER'}]",USP42 has also been shown to deubiquitinate p53 and may be required for the ability of p53 to respond to stress.,"[{'text': 'USP42', 'value': 'OTHER'}, {'text': 'p53', 'value': 'OTHER'}]","[{'USP42': 'OTHER'}, {'p53': 'OTHER'}, {'p53': 'OTHER'}]",
90,"Anhur, is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'Anhur', 'value': 'OTHER'}]","[{'Anhur': 'OTHER'}, {'SMITE': 'PRODUCT'}]","Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'Anhur', 'value': 'OTHER'}, {'text': 'SMITE', 'value': 'PRODUCT'}]",[{'Anhur': 'OTHER'}],
91,"The situation began to crystallise after 1961, when South Africa left the Commonwealth of Nations and so, under the rules of the day, its cricket board had to leave the International Cricket Conference (ICC).","[{'text': 'South Africa', 'value': 'LOCATION'}, {'text': 'Commonwealth of Nations', 'value': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'value': 'ORGANIZATION'}, {'text': 'ICC', 'value': 'ORGANIZATION'}]","[{'South Africa': 'LOCATION'}, {'Commonwealth of Nations': 'ORGANIZATION'}, {'International Cricket Conference': 'ORGANIZATION'}, {'1961': 'EVENT'}]","The situation began to crystallise after 1961 when South Africa left the Commonwealth of Nations and so, under the rules of the day, its cricket board had to leave the International Cricket Conference (ICC).","[{'text': 'South Africa', 'value': 'LOCATION'}, {'text': 'Commonwealth of Nations', 'value': 'ORGANIZATION'}, {'text': 'International Cricket Conference', 'value': 'ORGANIZATION'}, {'text': '1961', 'value': 'EVENT'}]","[{'South Africa': 'LOCATION'}, {'Commonwealth of Nations': 'ORGANIZATION'}, {'International Cricket Conference': 'ORGANIZATION'}, {'ICC': 'ORGANIZATION'}]",
92,Both versions of the band continued tourinng and recording new music concurrently.,[],[],Both versions of the band continued touring and recording new music concurrently.,[],[],
93,The channnel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,[],[],The channel has faced charges for spreading fake news and carrying out viewership manipulation on a number of occasions.,[],[],
94,"In 1967, the park was the gathering place, for a peaceful anti-war rally.",[],[{'1967': 'EVENT'}],"In 1967, the park was the gathering place for a peaceful anti-war rally.","[{'text': '1967', 'value': 'EVENT'}]",[],
95,"This led to the foundation by Maximilian III Joseph, Elector of Bavaria, of the Bavarian Academy of Sciences and Humanities on 28 March 1759.","[{'text': 'Maximilian III Joseph, Elector of Bavaria', 'value': 'PERSON'}, {'text': 'Bavarian Academy of Sciences and Humanities', 'value': 'ORGANIZATION'}]","[{'Maximilian III Joseph': 'PERSON'}, {'Elector of Bavaria': 'OTHER'}, {'Bavarian Academy of Sciences and Humanities': 'ORGANIZATION'}, {'28 March 1759': 'EVENT'}]","This led to the foundation by Maximilian III Joseph, Elector of Bavaria of the Bavarian Academy of Sciences and Humanities on 28 March 1759.","[{'text': 'Maximilian III Joseph', 'value': 'PERSON'}, {'text': 'Elector of Bavaria', 'value': 'TITLE'}, {'text': 'Bavarian Academy of Sciences and Humanities', 'value': 'ORGANIZATION'}, {'text': '28 March 1759', 'value': 'DATE'}]","[{'Maximilian III Joseph, Elector of Bavaria': 'PERSON'}, {'Bavarian Academy of Sciences and Humanities': 'ORGANIZATION'}]",
96,"It was produced by Richard D.Zanuck, and David Brown.","[{'text': 'Richard D.Zanuck', 'value': 'PERSON'}, {'text': 'David Brown', 'value': 'PERSON'}]","[{'Richard D.Zanuck': 'PERSON'}, {'David Brown': 'PERSON'}]",It was produced by Richard D.Zanuck and David Brown.,"[{'text': 'Richard D. Zanuck', 'value': 'PERSON'}, {'text': 'David Brown', 'value': 'PERSON'}]","[{'Richard D.Zanuck': 'PERSON'}, {'David Brown': 'PERSON'}]",
97,It was previously used by Route 410 to Rehovot; and was known as the Jumping Bridge due to a bump in the middle of the bridge which caused cars to jump if speeding.,"[{'text': 'Route 410', 'value': 'LOCATION'}, {'text': 'Rehovot', 'value': 'LOCATION'}, {'text': 'Jumping Bridge', 'value': 'BUILDING'}]","[{'Route 410': 'LOCATION'}, {'Rehovot': 'LOCATION'}, {'Jumping Bridge': 'BUILDING'}]","It was previously used by Route 410 to Rehovot, and was known as the Jumping Bridge due to a bump in the middle of the bridge which caused cars to jump if speeding.","[{'text': 'Route 410', 'value': 'LOCATION'}, {'text': 'Rehovot', 'value': 'LOCATION'}, {'text': 'Jumping Bridge', 'value': 'BUILDING'}]","[{'Route 410': 'LOCATION'}, {'Rehovot': 'LOCATION'}, {'Jumping Bridge': 'BUILDING'}]",
98,In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York; the band was renamed ``George Hall and His HotelTaft Orchestra``.,"[{'text': 'Grill Room', 'value': 'BUILDING'}, {'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall and His HotelTaft Orchestra', 'value': 'ORGANIZATION'}]","[{'Grill Room': 'LOCATION'}, {'Taft Hotel': 'BUILDING'}, {'New York': 'LOCATION'}, {'George Hall': 'PERSON'}, {'HotelTaft Orchestra': 'ORGANIZATION'}]",In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York; the band was renamed ``George Hall and His Hotel Taft Orchestra``.,"[{'text': 'Grill Room', 'value': 'LOCATION'}, {'text': 'Taft Hotel', 'value': 'BUILDING'}, {'text': 'New York', 'value': 'LOCATION'}, {'text': 'George Hall', 'value': 'PERSON'}, {'text': 'Hotel Taft Orchestra', 'value': 'ORGANIZATION'}]","[{'Grill Room': 'BUILDING'}, {'Taft Hotel': 'BUILDING'}, {'New York': 'LOCATION'}, {'George Hall and His Hotel Taft Orchestra': 'ORGANIZATION'}]",
99,"The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the RedRose Forest.","[{'text': 'Croal Irwell Regional Park Project Proposal', 'value': 'PRODUCT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'RedRose Forest', 'value': 'ORGANIZATION'}]","[{'Croal Irwell Regional Park Project': 'PROJECT'}, {'Manchester': 'LOCATION'}, {'West Pennine Moors': 'LOCATION'}, {'Salford': 'LOCATION'}, {'Bury': 'LOCATION'}, {'Bolton': 'LOCATION'}, {'RedRose Forest': 'ORGANIZATION'}]","The Croal Irwell Regional Park Project Proposal to create a green artery from the centre of Manchester to the West Pennine Moors was announced in June 2003 supported by Salford, Bury and Bolton councils and the Red Rose Forest.","[{'text': 'Croal Irwell Regional Park Project', 'value': 'PROJECT'}, {'text': 'Manchester', 'value': 'LOCATION'}, {'text': 'West Pennine Moors', 'value': 'LOCATION'}, {'text': 'June 2003', 'value': 'EVENT'}, {'text': 'Salford', 'value': 'LOCATION'}, {'text': 'Bury', 'value': 'LOCATION'}, {'text': 'Bolton', 'value': 'LOCATION'}, {'text': 'Red Rose Forest', 'value': 'ORGANIZATION'}]","[{'Croal Irwell Regional Park Project Proposal': 'PRODUCT'}, {'Manchester': 'LOCATION'}, {'West Pennine Moors': 'LOCATION'}, {'Salford': 'LOCATION'}, {'Bury': 'LOCATION'}, {'Bolton': 'LOCATION'}, {'Red Rose Forest': 'ORGANIZATION'}]",
