Unnamed: 0,text,modified_label,modified_pred,original_text,original_label,original_pred,type
66,"Allistair Pinsof, a respected journalist at ``Destructoid``, enthusiastically praised the game's design, particularly emphasizing that the responsive controls were just as precise and enjoyable as those found in the classic titles ``Super Metroid`` and ``Super Castlevania IV.''","[{'text': 'Allistair Pinsof', 'label': 'PERSON'}, {'text': 'Destructoid', 'label': 'ORGANIZATION'}, {'text': 'Super Castlevania IV', 'label': 'PRODUCT'}, {'text': 'Super Metroid', 'label': 'PRODUCT'}]","[{'text': 'Allistair Pinsof', 'label': 'PERSON'}, {'text': 'Destructoid', 'label': 'ORGANIZATION'}, {'text': 'Super Castlevania IV', 'label': 'PRODUCT'}, {'text': 'Super Metroid', 'label': 'PRODUCT'}]","Allistair Pinsof of ``Destructoid``, praised the game, saying the controls were as good as that of ``Super Metroid`` and ``Super Castlevania IV.''","[{'text': 'Allistair Pinsof', 'label': 'PERSON'}, {'text': 'Destructoid', 'label': 'ORGANIZATION'}, {'text': 'Super Castlevania IV', 'label': 'PRODUCT'}, {'text': 'Super Metroid', 'label': 'PRODUCT'}]","[{'text': 'Allistair Pinsof', 'label': 'PERSON'}, {'text': 'Destructoid', 'label': 'ORGANIZATION'}, {'text': 'Super Castlevania IV', 'label': 'PRODUCT'}, {'text': 'Super Metroid', 'label': 'PRODUCT'}]",
67,"In the realm of virtual gaming, Anhur is recognized as a selectable, playable character featured in the popular, competitive multiplayer online battle arena known as ``SMITE''.","[{'text': 'Anhur', 'label': 'OTHER'}]","[{'text': 'Anhur', 'label': 'PERSON'}, {'text': 'SMITE', 'label': 'PRODUCT'}]","Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'Anhur', 'label': 'OTHER'}]","[{'text': 'Anhur', 'label': 'PERSON'}, {'text': 'SMITE', 'label': 'PRODUCT'}]",
68,In 1955 it got the Boeing B-52 and upgraded over 40 years.,"[{'text': 'Boeing B-52', 'label': 'PRODUCT'}]","[{'text': 'Boeing B-52', 'label': 'PRODUCT'}]",In 1955 it began receiving an early model of the Boeing B-52 Stratofortress and upgraded to various models over the next 40 years.,"[{'text': 'Boeing B-52', 'label': 'PRODUCT'}]","[{'text': '1955', 'label': 'OTHER'}, {'text': 'Boeing B-52 Stratofortress', 'label': 'PRODUCT'}]",
69,"The media was abuzz with extensive reports on the internal conflicts, particularly the intense disagreements and frequent clashes between Covaci and Baniciu, which were becoming increasingly prominent.","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]",
70,Collection includes sexual health material from 1974-2007.,[],"[{'text': '1974-2007', 'label': 'OTHER'}]",This collection contains material relating to sexual health issues from 1974-2007.,[],"[{'text': '1974-2007', 'label': 'OTHER'}]",
71,"Back to Basics shows genre classics, including older and cult films.","[{'text': 'Back to Basics', 'label': 'ORGANIZATION'}]","[{'text': 'Back to Basics', 'label': 'EVENT'}, {'text': 'Basics', 'label': ''}]","Back to Basics focuses on genre classics, showing older movies and underground cult films, with occasional stabs at mainstream and newer genre pieces.","[{'text': 'Back to Basics', 'label': 'ORGANIZATION'}]","[{'text': 'Back to Basics', 'label': 'EVENT'}]",
72,"However, it was in the year 1861 that the looming and very real prospect of secession by the southern states, following closely after the pivotal 1860 presidential election, effectively removed what had been a significant and longstanding obstacle to the much-needed political change.",[],"[{'text': '1860 presidential election', 'label': 'EVENT'}, {'text': '1861', 'label': 'OTHER'}]","However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],"[{'text': '1860 presidential election', 'label': 'EVENT'}, {'text': '1861', 'label': 'OTHER'}]",
73,"This particular collection, which is quite extensive, contains a wide range of material and documents that specifically relate to the important and sensitive issues of sexual health spanning from the year 1974 all the way through to 2007.",[],[],This collection contains material relating to sexual health issues from 1974-2007.,[],"[{'text': '1974-2007', 'label': 'OTHER'}]",
74,"In 1861, southern states' secession after the 1860 election removed a political obstacle.",[],"[{'text': '1860 election', 'label': 'EVENT'}, {'text': '1861', 'label': 'OTHER'}]","However, in 1861 the prospect of secession by southern states after the 1860 presidential election removed this obstacle to political change.",[],"[{'text': '1860 presidential election', 'label': 'EVENT'}, {'text': '1861', 'label': 'OTHER'}]",
75,"Specifically, it is often observed that Reform Jews, who are a distinct group, might frequently be the subject of scorn or mockery due to their conscious decision to turn away from the long-established and traditional Jewish religious beliefs.","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]","[{'text': 'Reform Jews', 'label': 'OTHER'}]","In particular, Reform Jews may be lampooned for their rejection of traditional Jewish beliefs.","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]","[{'text': 'Jewish', 'label': 'OTHER'}, {'text': 'Reform Jews', 'label': 'OTHER'}]",
76,Allistair Pinsof from ``Destructoid`` liked the controls of ``Super Metroid`` and ``Super Castlevania IV.'',"[{'text': 'Allistair Pinsof', 'label': 'PERSON'}, {'text': 'Destructoid', 'label': 'ORGANIZATION'}, {'text': 'Super Castlevania IV', 'label': 'PRODUCT'}, {'text': 'Super Metroid', 'label': 'PRODUCT'}]","[{'text': 'Allistair Pinsof', 'label': 'PERSON'}, {'text': 'Destructoid', 'label': 'ORGANIZATION'}, {'text': 'Super Castlevania IV', 'label': 'PRODUCT'}, {'text': 'Super Metroid', 'label': 'PRODUCT'}]","Allistair Pinsof of ``Destructoid``, praised the game, saying the controls were as good as that of ``Super Metroid`` and ``Super Castlevania IV.''","[{'text': 'Allistair Pinsof', 'label': 'PERSON'}, {'text': 'Destructoid', 'label': 'ORGANIZATION'}, {'text': 'Super Castlevania IV', 'label': 'PRODUCT'}, {'text': 'Super Metroid', 'label': 'PRODUCT'}]","[{'text': 'Allistair Pinsof', 'label': 'PERSON'}, {'text': 'Destructoid', 'label': 'ORGANIZATION'}, {'text': 'Super Castlevania IV', 'label': 'PRODUCT'}, {'text': 'Super Metroid', 'label': 'PRODUCT'}]",
77,Anhur is a character in ``SMITE''.,"[{'text': 'Anhur', 'label': 'OTHER'}]","[{'text': 'Anhur', 'label': 'PERSON'}, {'text': 'SMITE', 'label': 'PRODUCT'}]","Anhur is a playable character in the multiplayer online battle arena, ``SMITE''.","[{'text': 'Anhur', 'label': 'OTHER'}]","[{'text': 'Anhur', 'label': 'PERSON'}, {'text': 'SMITE', 'label': 'PRODUCT'}]",
78,"Starting in 1955, the air force base began the process of receiving an early model of the iconic Boeing B-52 Stratofortress and systematically upgraded to various advanced models consistently over the next four decades.","[{'text': 'Boeing B-52', 'label': 'PRODUCT'}]","[{'text': '1955', 'label': 'OTHER'}, {'text': 'Boeing B-52 Stratofortress', 'label': 'PRODUCT'}]",In 1955 it began receiving an early model of the Boeing B-52 Stratofortress and upgraded to various models over the next 40 years.,"[{'text': 'Boeing B-52', 'label': 'PRODUCT'}]","[{'text': '1955', 'label': 'OTHER'}, {'text': 'Boeing B-52 Stratofortress', 'label': 'PRODUCT'}]",
79,Conflicts between Covaci and Baniciu hit the media.,"[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","Internal conflicts, especially between Covaci and Baniciu, were making headlines in the media.","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]","[{'text': 'Baniciu', 'label': 'PERSON'}, {'text': 'Covaci', 'label': 'PERSON'}]",
80,Reform Jews may face ridicule for discarding Jewish traditions.,"[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]","[{'text': 'Jewish', 'label': 'OTHER'}, {'text': 'Reform Jews', 'label': 'OTHER'}]","In particular, Reform Jews may be lampooned for their rejection of traditional Jewish beliefs.","[{'text': 'Jewish', 'label': 'ORGANIZATION'}, {'text': 'Jews', 'label': 'ORGANIZATION'}]","[{'text': 'Jewish', 'label': 'OTHER'}, {'text': 'Reform Jews', 'label': 'OTHER'}]",
81,"Back in the early 1930s, the renowned band made its significant move to the prestigious Grill Room located within the confines of the Taft Hotel, situated in the bustling city of New York; consequentially, the band underwent a rebranding and was henceforth known as 'George Hall and His Hotel Taft Orchestra'.","[{'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room', 'label': 'BUILDING'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]","[{'text': 'George Hall', 'label': 'PERSON'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room', 'label': 'LOCATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]",In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York; the band was renamed ``George Hall and His Hotel Taft Orchestra``.,"[{'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room', 'label': 'BUILDING'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]","[{'text': 'George Hall', 'label': 'PERSON'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room of the Taft Hotel', 'label': 'LOCATION'}, {'text': 'Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'LOCATION'}]",
82,"The historical Austro-Hungarian Navy, with its significant maritime prowess, meticulously built and operated not just one, but two distinct and robust classes of heavily protected cruisers.","[{'text': 'Austro-Hungarian Navy', 'label': 'ORGANIZATION'}]","[{'text': 'Austro-Hungarian Navy', 'label': 'ORGANIZATION'}]",The Austro-Hungarian Navy built and operated two classes of protected cruisers.,"[{'text': 'Austro-Hungarian Navy', 'label': 'ORGANIZATION'}]","[{'text': 'Austro-Hungarian Navy', 'label': 'ORGANIZATION'}]",
83,"Major Larry G.Messinger, B-52 pilot, recalled,","[{'text': 'B-52', 'label': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'label': 'PERSON'}]","[{'text': 'B-52', 'label': 'PRODUCT'}, {'text': 'Major Larry G.Messinger', 'label': 'PERSON'}]","The B-52 pilot, Major Larry G.Messinger, later recalled,","[{'text': 'B-52', 'label': 'PRODUCT'}, {'text': 'Larry G.Messinger', 'label': 'PERSON'}]","[{'text': 'B-52', 'label': 'PRODUCT'}, {'text': 'Major Larry G.Messinger', 'label': 'PERSON'}]",
84,"He has caught the attention of CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera, and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
85,"In the mid-'60s, Marek drove a unique DB5 extended 4'', and by 1998, a V8 unit powered an Aston Martin DB7.","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': ""DB5 extended 4''"", 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}, {'text': 'V8 unit', 'label': 'PRODUCT'}]","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': 'DB5', 'label': 'PRODUCT'}]","A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': ""DB5 extended 4''"", 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}, {'text': 'V8 unit', 'label': 'PRODUCT'}]","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': 'DB5', 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}]",
86,"Back in the innovative mid-'60s, a specially designed prototype was meticulously fitted in a one-of-a-kind, custom-built DB5 extended 4'' right after the sleek doors, and it was driven with great enthusiasm by Marek himself, while in the year 1998, a traditionally 6-cylinder model of the iconic Aston Martin DB7 was expertly equipped with a robust V8 unit, enhancing its performance.","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': ""DB5 extended 4''"", 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}, {'text': 'V8 unit', 'label': 'PRODUCT'}]","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': 'DB5', 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}]","A prototype was fitted in the mid-'60s in a one-off DB5 extended 4'' after the doors and driven by Marek personally, and a normally 6-cylinder Aston Martin DB7 was equipped with a V8 unit in 1998.","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': ""DB5 extended 4''"", 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}, {'text': 'V8 unit', 'label': 'PRODUCT'}]","[{'text': 'Aston Martin DB7', 'label': 'PRODUCT'}, {'text': 'DB5', 'label': 'PRODUCT'}, {'text': 'Marek', 'label': 'PERSON'}]",
87,"In its last year, the beloved Elkin Memorial Park, a cherished venue for minor league games, witnessed a total season attendance of 16,322, which breaks down to an average of 299 enthusiastic fans per each exciting contest.","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]","The final season of minor league play Elkin Memorial Park saw season attendance of 16,322, an average of 299 per contest.","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]",
88,"In the 1930s, the band shifted to the Grill Room at Taft Hotel, New York, becoming 'George Hall and His Hotel Taft Orchestra'.","[{'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room', 'label': 'BUILDING'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]","[{'text': 'George Hall', 'label': 'PERSON'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]",In the early 1930s the band moved to the Grill Room of the Taft Hotel in New York; the band was renamed ``George Hall and His Hotel Taft Orchestra``.,"[{'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room', 'label': 'BUILDING'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'BUILDING'}]","[{'text': 'George Hall', 'label': 'PERSON'}, {'text': 'George Hall and His Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'Grill Room of the Taft Hotel', 'label': 'LOCATION'}, {'text': 'Hotel Taft Orchestra', 'label': 'ORGANIZATION'}, {'text': 'New York', 'label': 'LOCATION'}, {'text': 'Taft Hotel', 'label': 'LOCATION'}]",
89,"Remarkably, he has rapidly caught the widespread attention of a plethora of major and influential publications and media outlets around the world, such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera, and Hi-Fructose Magazine, all of which are highly esteemed.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","He has caught the attention of major publications and media outlets such as CNN, The Huffington Post, Hypebeast, The Guardian, Juxtapoz Magazine, Daily Mail, NRDC, Aljazeera and Hi-Fructose Magazine.","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail, NRDC', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]","[{'text': 'Aljazeera', 'label': 'ORGANIZATION'}, {'text': 'CNN', 'label': 'ORGANIZATION'}, {'text': 'Daily Mail', 'label': 'ORGANIZATION'}, {'text': 'Hi-Fructose Magazine', 'label': 'ORGANIZATION'}, {'text': 'Hypebeast', 'label': 'ORGANIZATION'}, {'text': 'Juxtapoz Magazine', 'label': 'ORGANIZATION'}, {'text': 'NRDC', 'label': 'ORGANIZATION'}, {'text': 'The Guardian', 'label': 'ORGANIZATION'}, {'text': 'The Huffington Post', 'label': 'ORGANIZATION'}]",
90,"In the historical context of the rebellion of Boudica in 61 AD, the Roman legion known as the Ninth faced a significant and serious defeat at the Battle of Camulodunum, which was led by the commander Quintus Petillius Cerialis, and during this tragic conflict, a vast majority of the Roman foot-soldiers tragically lost their lives in a desperate and ultimately unsuccessful endeavor to rescue the encircled and besieged ancient city of Camulodunum, now known as Colchester.","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",[],"The Ninth suffered a serious defeat at the Battle of Camulodunum under Quintus Petillius Cerialis in the rebellion of Boudica (61), when most of the foot-soldiers were killed in a disastrous attempt to relieve the besieged city of Camulodunum (Colchester).","[{'text': 'Boudica', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'EVENT'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]","[{'text': 'Battle of Camulodunum', 'label': 'EVENT'}, {'text': 'Boudica', 'label': 'PERSON'}, {'text': 'Camulodunum', 'label': 'LOCATION'}, {'text': 'Colchester', 'label': 'LOCATION'}, {'text': 'Ninth', 'label': 'ORGANIZATION'}, {'text': 'Quintus Petillius Cerialis', 'label': 'PERSON'}]",
91,"Elkin Memorial Park's final season drew 16,322 fans, averaging 299 each game.","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]","The final season of minor league play Elkin Memorial Park saw season attendance of 16,322, an average of 299 per contest.","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]","[{'text': 'Elkin Memorial Park', 'label': 'LOCATION'}]",
